user_id,gid
User15,25339077
User15,30274758
User15,30702927
User15,31734425
User15,32790954
User15,35216938
User16,3381077
User16,4264294
User16,4949789
User16,5474294
User16,8729288
User16,12059712
User16,45164767
User17,2807443
User18,3703047
User18,3952794
User18,37943135
User19,9136732
User19,25094140
User19,25337224
User20,4857785
User20,9792879
User20,10158341
User20,23428213
User20,23683168
User20,23850367
User20,26756900
User20,29149404
User20,29185703
User20,34590124
User20,35040278
User20,35590176
User20,36347973
User20,38924877
User20,39222591
User21,7026289
User22,8328525
User22,45164767
User23,3544065
User23,4458711
User23,6112039
User23,8388839
User23,8675766
User23,8725520
User23,9041521
User23,9630062
User23,10466160
User23,11385116
User23,11683421
User23,11814497
User23,27954182
User23,30493300
User23,36120704
User23,38365286
User24,3809787
User25,235953
User25,554109
User25,554111
User25,708844
User25,1053760
User25,1620069
User25,2376103
User25,2533667
User25,2734810
User25,3185176
User25,3229727
User25,3383005
User25,3705044
User25,3800356
User25,3871146
User25,3949753
User25,3949769
User25,3952699
User25,3952721
User25,3952725
User25,3952757
User25,3952769
User25,3952782
User25,3952783
User25,3952816
User25,3952866
User25,3952868
User25,3952877
User25,3952878
User25,3952907
User25,3952964
User25,3953030
User25,3953078
User25,3953083
User25,3953084
User25,3953157
User25,3953159
User25,3953196
User25,3953307
User25,3953431
User25,3953458
User25,3953510
User25,3953514
User25,3953537
User25,3953562
User25,3953692
User25,3953722
User25,3953731
User25,3953807
User25,3953851
User25,3953860
User25,3953865
User25,3954339
User25,3954586
User25,3954623
User25,3954840
User25,3955136
User25,4008416
User25,4045763
User25,4086194
User25,4157096
User25,4158188
User25,4194812
User25,4329286
User25,4458450
User25,4458549
User25,4458555
User25,4458711
User25,4458713
User25,4458908
User25,4459251
User25,4460230
User25,4460946
User25,4461002
User25,4461228
User25,4463755
User25,4520918
User25,4542205
User25,4549955
User25,4555231
User25,4599258
User25,4601798
User25,4608373
User25,4724136
User25,4734227
User25,4738591
User25,4754120
User25,4755837
User25,4760006
User25,4773325
User25,4876004
User25,4964443
User25,5050215
User25,5084151
User25,5151157
User25,5172861
User25,5197250
User25,5233142
User25,5353172
User25,5382663
User25,5496798
User25,5611758
User25,5647945
User25,5671259
User25,5694296
User25,5696836
User25,5731595
User25,5735239
User25,5756742
User25,5758621
User25,5856177
User25,5856339
User25,5860132
User25,5916327
User25,5916331
User25,5916334
User25,5940033
User25,5943472
User25,5969362
User25,5969370
User25,5991913
User25,5999429
User25,6048718
User25,6118484
User25,6173437
User25,6195103
User25,6324412
User25,6413045
User25,6587148
User25,6592543
User25,6638095
User25,6640462
User25,6656811
User25,6739464
User25,6742836
User25,6743820
User25,6767060
User25,6835324
User25,6856130
User25,6913531
User25,6949306
User25,7083974
User25,7221776
User25,7246167
User25,7314985
User25,7344793
User25,7347180
User25,7434629
User25,7683021
User25,7736985
User25,7771021
User25,7973867
User25,8015513
User25,8331399
User25,8351069
User25,8353200
User25,8410833
User25,8614037
User25,8672783
User25,8697384
User25,8806950
User25,8824504
User25,8866533
User25,9009022
User25,9009154
User25,9010034
User25,9254464
User25,9406806
User25,9765926
User25,9908794
User25,10092668
User25,10430671
User25,10455960
User25,10546736
User25,10705632
User25,10915315
User25,11037635
User25,11090726
User25,11117432
User25,11542042
User25,11581047
User25,11779272
User25,11792447
User25,11801602
User25,12002589
User25,12057729
User25,12065998
User25,12132600
User25,12355780
User25,12455972
User25,12627643
User25,15318985
User25,18965423
User25,18966105
User25,21114723
User25,22149901
User25,22228751
User25,24163927
User25,24311777
User25,24570646
User25,24674520
User25,24981309
User25,25160263
User25,25165799
User25,25282473
User25,25333561
User25,25338685
User25,25347158
User25,25386726
User25,25480336
User25,25489152
User25,25603247
User25,25629925
User25,25889213
User25,26062409
User25,26068267
User25,26303899
User25,26312799
User25,26345927
User25,26380232
User25,26431197
User25,26539617
User25,26620178
User25,26868467
User25,26904029
User25,27014435
User25,27021788
User25,27034643
User25,27090483
User25,27142043
User25,27167545
User25,27209193
User25,27216210
User25,27344330
User25,27347119
User25,27354343
User25,27374378
User25,27587370
User25,27655187
User25,27748236
User25,27849315
User25,27850661
User25,28014809
User25,28135367
User25,28144149
User25,28169799
User25,28214327
User25,28275201
User25,28297170
User25,28305657
User25,28349140
User25,28352917
User25,28424520
User25,28583292
User25,28587010
User25,28667209
User25,28693489
User25,28734688
User25,28770675
User25,28811677
User25,28851028
User25,28912883
User25,28927398
User25,28928322
User25,29019498
User25,29063568
User25,29079075
User25,29092938
User25,29136575
User25,29138816
User25,29138883
User25,29138931
User25,29139006
User25,29144377
User25,29144605
User25,29145483
User25,29149404
User25,29153592
User25,29252770
User25,29255966
User25,29297549
User25,29306710
User25,29362480
User25,29416633
User25,29484873
User25,29624581
User25,29823087
User25,29849469
User25,29860881
User25,29977407
User25,30017327
User25,30158015
User25,30177233
User25,30271994
User25,30272201
User25,30372246
User25,30418074
User25,30427573
User25,30493300
User25,30522176
User25,30523298
User25,30534056
User25,30583878
User25,30683260
User25,30687658
User25,30750582
User25,30779957
User25,30788979
User25,30806532
User25,30897473
User25,30941020
User25,30957739
User25,30973898
User25,31001248
User25,31014526
User25,31019141
User25,31193015
User25,31240318
User25,31258672
User25,31258682
User25,31380362
User25,31404391
User25,31433878
User25,31464163
User25,31469951
User25,31574978
User25,31675198
User25,31741039
User25,31786314
User25,31949711
User25,31960614
User25,32055887
User25,32068485
User25,32090378
User25,32136890
User25,32149742
User25,32195765
User25,32202997
User25,32209318
User25,32262387
User25,32285349
User25,32293795
User25,32367439
User25,32388741
User25,32463969
User25,32576133
User25,32582658
User25,32617970
User25,32650553
User25,32664508
User25,32745905
User25,32747535
User25,32769504
User25,32791864
User25,32812278
User25,32835102
User25,32860435
User25,32878339
User25,32937622
User25,32937893
User25,32944466
User25,32962276
User25,32964412
User25,32965397
User25,32965447
User25,32966251
User25,32967688
User25,32967900
User25,32967947
User25,32968538
User25,32995586
User25,33031726
User25,33038843
User25,33076581
User25,33076583
User25,33091550
User25,33104705
User25,33118028
User25,33171098
User25,33190125
User25,33247245
User25,33285959
User25,33359328
User25,33393847
User25,33414211
User25,33424793
User25,33456358
User25,33459075
User25,33481345
User25,33506848
User25,33508932
User25,33542786
User25,33563772
User25,33598199
User25,33604128
User25,33609626
User25,33635755
User25,33641209
User25,33665657
User25,33670872
User25,33677659
User25,33695701
User25,33742756
User25,33747333
User25,33748406
User25,33775390
User25,33794576
User25,33806455
User25,33822758
User25,33831318
User25,33834682
User25,33847154
User25,33855640
User25,33892579
User25,33901438
User25,33906904
User25,33932357
User25,33934530
User25,33944046
User25,33946291
User25,33962671
User25,33970004
User25,33992838
User25,34012997
User25,34016292
User25,34055705
User25,34059964
User25,34060211
User25,34085429
User25,34089147
User25,34092584
User25,34126215
User25,34139853
User25,34197373
User25,34248607
User25,34283564
User25,34323547
User25,34335353
User25,34382505
User25,34421058
User25,34426328
User25,34433714
User25,34474068
User25,34474429
User25,34478481
User25,34510679
User25,34530436
User25,34567621
User25,34612069
User25,34613706
User25,34616206
User25,34639701
User25,34652824
User25,34690208
User25,34697695
User25,34738909
User25,34771642
User25,34782250
User25,34782988
User25,34783734
User25,34794722
User25,34826233
User25,34828984
User25,34829180
User25,34859694
User25,34860588
User25,34861223
User25,34866232
User25,34871543
User25,34982543
User25,34991931
User25,35024330
User25,35034501
User25,35061093
User25,35063584
User25,35071848
User25,35071917
User25,35110995
User25,35144586
User25,35172403
User25,35182196
User25,35185346
User25,35196138
User25,35210272
User25,35210324
User25,35210443
User25,35210651
User25,35210771
User25,35211428
User25,35211521
User25,35214627
User25,35216029
User25,35216875
User25,35217060
User25,35220629
User25,35220668
User25,35227027
User25,35302591
User25,35368651
User25,35375698
User25,35387861
User25,35398057
User25,35410366
User25,35417007
User25,35442489
User25,35450737
User25,35521995
User25,35590000
User25,35643955
User25,35665672
User25,35685771
User25,35720092
User25,35733451
User25,35741385
User25,35742349
User25,35809888
User25,35812483
User25,35815758
User25,35822903
User25,35865371
User25,35880602
User25,35882631
User25,35897073
User25,35906859
User25,35921683
User25,35928174
User25,35936048
User25,35944072
User25,35971501
User25,36009824
User25,36013573
User25,36065324
User25,36090644
User25,36091145
User25,36099340
User25,36100281
User25,36141780
User25,36149007
User25,36217528
User25,36225228
User25,36225392
User25,36226845
User25,36253151
User25,36260268
User25,36290235
User25,36350296
User25,36350327
User25,36373404
User25,36381048
User25,36391451
User25,36468923
User25,36614256
User25,36634925
User25,36701673
User25,36708508
User25,36736737
User25,36750080
User25,36820719
User25,36862231
User25,36874404
User25,36885361
User25,36924803
User25,36934327
User25,36993017
User25,36994189
User25,36998997
User25,37023039
User25,37035890
User25,37243634
User25,37276855
User25,37287879
User25,37290865
User25,37295600
User25,37297831
User25,37408145
User25,37430330
User25,37485356
User25,37487135
User25,37527154
User25,37541422
User25,37548791
User25,37604623
User25,37610835
User25,37626979
User25,37629352
User25,37632824
User25,37637598
User25,37649519
User25,37662475
User25,37714536
User25,37714620
User25,37715086
User25,37733522
User25,37830950
User25,37830978
User25,37879004
User25,37884636
User25,37885696
User25,37942853
User25,37968168
User25,37969935
User25,38001374
User25,38016301
User25,38021266
User25,38021267
User25,38021276
User25,38021278
User25,38021283
User25,38021339
User25,38021717
User25,38023286
User25,38023875
User25,38025003
User25,38029017
User25,38030845
User25,38034371
User25,38038441
User25,38096843
User25,38096857
User25,38096873
User25,38142527
User25,38167860
User25,38205272
User25,38245976
User25,38270656
User25,38283674
User25,38315141
User25,38365036
User25,38365286
User25,38390813
User25,38405938
User25,38419836
User25,38458019
User25,38458630
User25,38458746
User25,38503990
User25,38524159
User25,38527045
User25,38617389
User25,38630453
User25,38633459
User25,38654516
User25,38693071
User25,38786629
User25,38802645
User25,38849859
User25,38880787
User25,38885408
User25,38911858
User25,38920934
User25,38924991
User25,38925007
User25,38932047
User25,39014501
User25,39020027
User25,39050972
User25,39065928
User25,39078211
User25,39103985
User25,39124591
User25,39163504
User25,39220290
User25,39223971
User25,39226923
User25,39256990
User25,39316249
User25,39322285
User25,39352479
User25,39370196
User25,39412747
User25,39540272
User25,39651268
User25,39655372
User25,39695687
User25,39706561
User25,39706562
User25,39706563
User25,39707052
User25,39752674
User25,39807183
User25,39825387
User25,39827373
User25,39847211
User25,39869314
User25,39927848
User25,39952482
User25,39980677
User25,40043063
User25,40093150
User25,40102015
User25,40106722
User25,40161336
User25,40161817
User25,40162081
User25,40205469
User25,40208531
User25,40216596
User25,40257892
User25,40301178
User25,40301284
User25,40322925
User25,40325504
User25,40356052
User25,40370142
User25,40370144
User25,40376476
User25,40379152
User25,40399016
User25,40403319
User25,40419839
User25,40424815
User25,40467553
User25,40509126
User25,40509306
User25,40512841
User25,40566812
User25,40569965
User25,40604551
User25,40624833
User25,40660249
User25,40667462
User25,40667465
User25,40671762
User25,40673341
User25,40690943
User25,40697820
User25,40705076
User25,40705549
User25,40716861
User25,40721482
User25,40727240
User25,40728286
User25,40731257
User25,40842939
User25,40847542
User25,40894993
User25,40897892
User25,40919821
User25,40924379
User25,40935273
User25,40949357
User25,40990244
User25,41005067
User25,41017529
User25,41019851
User25,41025656
User25,41026855
User25,41038561
User25,41041527
User25,41041713
User25,41046128
User25,41048420
User25,41048939
User25,41081552
User25,41103390
User25,41116581
User25,41116610
User25,41117142
User25,41130135
User25,41130437
User25,41150871
User25,41153340
User25,41157726
User25,41193816
User25,41227106
User25,41227162
User25,41246852
User25,41252009
User25,41256417
User25,41256422
User25,41286238
User25,41330992
User25,41379490
User25,41397057
User25,41399059
User25,41482998
User25,41486761
User25,41489631
User25,41492909
User25,41520303
User25,41526833
User25,41565381
User25,41573288
User25,41590940
User25,41591057
User25,41595241
User25,41603358
User25,41614667
User25,41623050
User25,41627993
User25,41646292
User25,41647197
User25,41657286
User25,41741388
User25,41803584
User25,41806420
User25,41819667
User25,41898143
User25,41936284
User25,42054613
User25,42057784
User25,42119592
User25,42123936
User25,42124504
User25,42149368
User25,42155078
User25,42189581
User25,42192124
User25,42192836
User25,42218571
User25,42246510
User25,42260902
User25,42271927
User25,42281449
User25,42287567
User25,42287672
User25,42287774
User25,42290596
User25,42310033
User25,42313081
User25,42314560
User25,42320352
User25,42325875
User25,42348147
User25,42349602
User25,42350601
User25,42373351
User25,42375509
User25,42397259
User25,42400535
User25,42400735
User25,42415654
User25,42433966
User25,42442010
User25,42470697
User25,42471092
User25,42477467
User25,42482492
User25,42496108
User25,42498459
User25,42501705
User25,42505330
User25,42506162
User25,42506990
User25,42507018
User25,42511527
User25,42514880
User25,42519049
User25,42519434
User25,42520114
User25,42522856
User25,42526947
User25,42528100
User25,42536301
User25,42538207
User25,42540539
User25,42562846
User25,42566837
User25,42566838
User25,42590353
User25,42595122
User25,42625961
User25,42628831
User25,42646571
User25,42653380
User25,42666094
User25,42691832
User25,42699193
User25,42749616
User25,42754388
User25,42757252
User25,42757337
User25,42794226
User25,42822921
User25,42836930
User25,42843802
User25,42848898
User25,42849800
User25,42849889
User25,42850130
User25,42850423
User25,42861159
User25,42885939
User25,42890997
User25,42891340
User25,42915720
User25,42917515
User25,42924291
User25,42946261
User25,42946444
User25,42948639
User25,42949253
User25,42954094
User25,42959421
User25,42959933
User25,42978016
User25,42987818
User25,43009981
User25,43016180
User25,43037843
User25,43069197
User25,43075940
User25,43103778
User25,43114956
User25,43127164
User25,43134231
User25,43135950
User25,43136267
User25,43142621
User25,43155973
User25,43161136
User25,43173390
User25,43174015
User25,43185066
User25,43185453
User25,43185839
User25,43209263
User25,43239712
User25,43269229
User25,43282832
User25,43287652
User25,43301277
User25,43313071
User25,43315086
User25,43315119
User25,43315153
User25,43315166
User25,43315296
User25,43315363
User25,43315388
User25,43324293
User25,43334277
User25,43338400
User25,43342513
User25,43345507
User25,43348297
User25,43364521
User25,43372746
User25,43372748
User25,43415237
User25,43420424
User25,43467429
User25,43495880
User25,43498579
User25,43511532
User25,43512823
User25,43512839
User25,43512843
User25,43516786
User25,43522260
User25,43530684
User25,43531514
User25,43542922
User25,43574370
User25,43577262
User25,43601208
User25,43621109
User25,43658609
User25,43663740
User25,43665187
User25,43699617
User25,43715895
User25,43760414
User25,43763510
User25,43763522
User25,43763541
User25,43767245
User25,43770818
User25,43794903
User25,43824918
User25,43833795
User25,43845822
User25,43858838
User25,43864095
User25,43875819
User25,43916455
User25,43916633
User25,43919248
User25,43994890
User25,44020457
User25,44021626
User25,44025362
User25,44053561
User25,44056549
User25,44082804
User25,44114615
User25,44114874
User25,44131130
User25,44150325
User25,44156130
User25,44162334
User25,44175343
User25,44183032
User25,44190330
User25,44192713
User25,44195799
User25,44215710
User25,44221131
User25,44221635
User25,44225262
User25,44225443
User25,44237048
User25,44237145
User25,44256850
User25,44258894
User25,44277708
User25,44299529
User25,44306123
User25,44319984
User25,44342271
User25,44355886
User25,44359263
User25,44367794
User25,44371577
User25,44400382
User25,44436866
User25,44457345
User25,44488792
User25,44512835
User25,44524500
User25,44535905
User25,44536049
User25,44538563
User25,44539297
User25,44541046
User25,44549456
User25,44570746
User25,44578933
User25,44584964
User25,44588840
User25,44592117
User25,44602630
User25,44620113
User25,44656163
User25,44660542
User25,44662165
User25,44664458
User25,44664522
User25,44681402
User25,44695942
User25,44716389
User25,44722259
User25,44722868
User25,44728987
User25,44741571
User25,44752364
User25,44752448
User25,44753650
User25,44770537
User25,44770942
User25,44771505
User25,44771583
User25,44781270
User25,44781344
User25,44781351
User25,44789816
User25,44795648
User25,44797734
User25,44797922
User25,44812340
User25,44822499
User25,44838105
User25,44841594
User25,44841639
User25,44853017
User25,44859328
User25,44859445
User25,44860529
User25,44860533
User25,44861353
User25,44862530
User25,44878915
User25,44889766
User25,44889921
User25,44891437
User25,44892133
User25,44892715
User25,44904589
User25,44905381
User25,44913290
User25,44917353
User25,44937066
User25,44938115
User25,44951595
User25,44957545
User25,44958895
User25,44962233
User25,44963214
User25,44965005
User25,44971889
User25,44972562
User25,44981917
User25,44982648
User25,44984028
User25,44989717
User25,44992694
User25,44992716
User25,44995382
User25,45014535
User25,45019210
User25,45019950
User25,45028972
User25,45029061
User25,45029063
User25,45029064
User25,45040501
User25,45040982
User25,45042055
User25,45043685
User25,45048069
User25,45049145
User25,45050536
User25,45050740
User25,45050745
User25,45050840
User25,45050893
User25,45053512
User25,45053548
User25,45053671
User25,45053775
User25,45053896
User25,45057216
User25,45060328
User25,45063969
User25,45065036
User25,45065447
User25,45074837
User25,45075284
User25,45076608
User25,45077123
User25,45084722
User25,45085840
User25,45093039
User25,45100082
User25,45100588
User25,45113656
User25,45119910
User25,45119946
User25,45120278
User25,45120626
User25,45140014
User25,45140680
User25,45145455
User25,45149176
User25,45151109
User25,45157523
User25,45157905
User25,45158368
User25,45159384
User25,45160261
User25,45160346
User25,45164767
User25,45171985
User25,45176539
User25,45183347
User25,45203906
User25,45207414
User25,45207649
User25,45208981
User25,45216812
User25,45226863
User25,45236705
User25,45236843
User25,45246326
User25,45248614
User25,45258209
User25,45259581
User25,45259627
User25,45269509
User25,45288834
User25,45289795
User25,45310381
User25,45339004
User25,45339837
User25,45343417
User25,45343478
User25,45343513
User25,45343552
User25,45343632
User25,45403045
User25,45413925
User25,45434646
User25,45455685
User25,45457667
User25,45457699
User25,45464517
User25,45467892
User25,45471359
User25,45477189
User25,45480387
User25,45493125
User25,45493128
User25,45493206
User25,45505625
User25,45526327
User25,45528051
User25,45528916
User25,45535642
User25,45535904
User25,45536607
User25,45538677
User25,45539257
User25,45539701
User25,45549312
User25,45584656
User25,45592881
User25,45593301
User25,45637385
User25,45637716
User25,45647043
User25,45647054
User25,45647055
User25,45649667
User25,45656916
User25,45674744
User25,45690482
User25,45709754
User25,45722846
User25,45728763
User25,45746684
User25,45748220
User26,4755837
User26,25588535
User26,25883387
User26,32125501
User27,184
User27,3082
User27,590561
User27,1734279
User27,3031936
User27,3362656
User27,3381077
User27,4458711
User27,4458811
User27,5039367
User27,5149409
User27,6914362
User27,10015120
User27,11298547
User27,25055936
User27,25737204
User27,28336252
User27,32626984
User27,34079319
User27,34367141
User27,34686423
User27,35425702
User27,35930496
User27,40299679
User28,4376531
User28,4458711
User28,5470868
User28,6144970
User28,9036925
User28,26361610
User28,27253970
User29,4857785
User29,8729288
User29,9254464
User29,28695584
User29,30762043
User29,37943135
User30,3703047
User30,6612107
User30,25300306
User30,25883387
User30,32564537
User30,38011682
User30,42280881
User30,42865091
User30,43028846
User30,44828523
User31,184
User31,434
User31,571
User31,1192
User31,1289
User31,3082
User31,3117
User31,7727
User31,8254
User31,12455
User31,13553
User31,15358
User31,51430
User31,61326
User31,84944
User31,117723
User31,125441
User31,148845
User31,151481
User31,275018
User31,367475
User31,423471
User31,508934
User31,529862
User31,590561
User31,635201
User31,830182
User31,871685
User31,916764
User31,1019593
User31,1082661
User31,1157922
User31,1158651
User31,1528357
User31,1572329
User31,1673558
User31,1688771
User31,1769676
User31,1817109
User31,1836437
User31,1841922
User31,1975027
User31,2225234
User31,2254288
User31,2360982
User31,2715810
User31,2747945
User31,2791355
User31,2791673
User31,2907958
User31,3167059
User31,3381077
User31,3422496
User31,3809787
User31,3826025
User31,3917913
User31,3961277
User31,3984238
User31,4133787
User31,4174654
User31,4312225
User31,4375572
User31,4397053
User31,4431444
User31,4432466
User31,4521211
User31,4524769
User31,4569109
User31,4755837
User31,4759298
User31,4771848
User31,4777282
User31,4820813
User31,4870468
User31,4886211
User31,4900983
User31,4915333
User31,4915339
User31,4915340
User31,4915341
User31,4915342
User31,4915343
User31,4915345
User31,4915346
User31,4916995
User31,4916999
User31,4917993
User31,4927098
User31,4948217
User31,5010274
User31,5022496
User31,5149409
User31,5151157
User31,5151560
User31,5165360
User31,5186316
User31,5233424
User31,5256233
User31,5325228
User31,5393468
User31,5406615
User31,5413581
User31,5505591
User31,5590657
User31,5616648
User31,5618618
User31,5644226
User31,5662734
User31,5682704
User31,5718977
User31,5781958
User31,5793658
User31,5810027
User31,5829258
User31,5831165
User31,5851483
User31,5941109
User31,5981038
User31,5994767
User31,6095352
User31,6148844
User31,6175622
User31,6241719
User31,6269237
User31,6310517
User31,6363273
User31,6377413
User31,6402670
User31,6428785
User31,6505425
User31,6573715
User31,6587576
User31,6612107
User31,6658156
User31,6835855
User31,6910474
User31,6975277
User31,7102397
User31,7103345
User31,7106425
User31,7162128
User31,7167848
User31,7205277
User31,7513597
User31,7605845
User31,7615233
User31,7706347
User31,7780657
User31,7882053
User31,8328525
User31,8354018
User31,8399370
User31,8580020
User31,8668634
User31,8688958
User31,8794967
User31,8831130
User31,8931533
User31,8934138
User31,9007813
User31,9332688
User31,9406293
User31,9673931
User31,9988012
User31,10097651
User31,10129321
User31,10132573
User31,10204543
User31,10218788
User31,10366351
User31,10395495
User31,10719669
User31,10750329
User31,10867724
User31,10983330
User31,11257141
User31,11299608
User31,11359236
User31,11392694
User31,11428881
User31,11492169
User31,11871202
User31,11923097
User31,12039920
User31,12089798
User31,12100235
User31,12107099
User31,20077926
User31,22055221
User31,22831717
User31,24051492
User31,24623594
User31,24627880
User31,24668859
User31,25052068
User31,25146515
User31,25176010
User31,25193629
User31,25230790
User31,25537748
User31,25574164
User31,25577740
User31,25741337
User31,25750084
User31,25792379
User31,25792682
User31,25792723
User31,25792754
User31,25817370
User31,25817405
User31,25817530
User31,25822639
User31,25822738
User31,25822804
User31,25824339
User31,26012605
User31,26221853
User31,26249350
User31,26320873
User31,26716411
User31,26875650
User31,26900898
User31,27009877
User31,27068813
User31,27069263
User31,27133015
User31,27271321
User31,27441832
User31,27496149
User31,27687649
User31,27759224
User31,27775030
User31,28011917
User31,28110572
User31,28133012
User31,28341140
User31,28840430
User31,28996269
User31,29015405
User31,29312478
User31,29700813
User31,29748083
User31,29805286
User31,30073426
User31,30175932
User31,30199989
User31,30274758
User31,30305042
User31,30399691
User31,30411545
User31,30411735
User31,30524955
User31,30637002
User31,30664591
User31,30694377
User31,30967388
User31,31013423
User31,31211563
User31,31319125
User31,31438149
User31,31580693
User31,31641254
User31,31859042
User31,31887204
User31,32034770
User31,32100477
User31,32244807
User31,32319161
User31,32359939
User31,32474248
User31,32486372
User31,32563826
User31,32610029
User31,32705766
User31,32927727
User31,32945353
User31,32946524
User31,33030878
User31,33131211
User31,33304034
User31,33479155
User31,33515951
User31,33541089
User31,33581883
User31,33659057
User31,33677412
User31,33752275
User31,34201149
User31,34614222
User31,34620704
User31,34862533
User31,34954857
User31,35086950
User31,35134922
User31,35459157
User31,35594654
User31,35884156
User31,35973600
User31,36333561
User31,36533984
User31,36887583
User31,37069879
User31,37112779
User31,37125356
User31,37482766
User31,37577014
User31,37796853
User31,38157491
User31,38281584
User31,38295398
User31,38514318
User31,38748363
User31,38759052
User31,38891651
User31,39098170
User31,39314908
User31,39490684
User31,39696430
User31,40321940
User31,40379632
User31,40530949
User31,40549326
User31,40947774
User31,41015302
User31,41669818
User31,41673651
User31,42315167
User31,42866862
User31,43106407
User31,44067510
User31,45004121
User31,45488338
User32,4741524
User32,10615184
User32,25588535
User32,25883387
User32,28733804
User32,29589502
User32,43028846
User33,813
User33,121154
User33,609291
User33,715556
User33,2802516
User33,3285669
User33,3952856
User33,3952900
User33,4605232
User33,4857785
User33,4949789
User33,5151157
User33,6148844
User33,6259547
User33,6583864
User33,6733603
User33,7060024
User33,9040646
