user_id,steamid,profilestate,personaname,avatarfull,personastate,realname,primaryclanid,timecreated,loccountrycode,locstatecode
User313,76561197966362197,1.0,DarkSin,https://avatars.steamstatic.com/9f75f32746394b651cb6514a06cd58c3e565c6eb_full.jpg,0.0,,,,,
User314,76561197966528245,1.0,CreaMyyy,https://avatars.steamstatic.com/e149aa9c8627e517e9dc49698a11d611aa2bd3b2_full.jpg,0.0,,1.035827914601129e+17,1084731575.0,BE,
User315,76561197967002643,1.0,James Steel,https://avatars.steamstatic.com/b93f04b9194fba8980a2dc74947d47d0087ba113_full.jpg,0.0,James Desauvage,1.0358279142959238e+17,1087108304.0,FR,B3
User316,76561197967308076,1.0,OsKyy,https://avatars.steamstatic.com/cd9dc4d7c22609d659a327e382b43c725af82811_full.jpg,0.0,,1.0358279146626555e+17,1088952959.0,CU,
User317,76561197970359081,1.0,trinner,https://avatars.steamstatic.com/601074f582b36b51646b1c788b0a16a54e1cb8a3_full.jpg,0.0,,1.0358279143503094e+17,1100605925.0,,
User318,76561197971244910,1.0,Jay,https://avatars.steamstatic.com/cc69d27f8b12f0854ae8d0fd3ac0576cf5538361_full.jpg,0.0,Jay,1.0358279145403138e+17,1101659812.0,GB,K4
User319,76561197971439222,1.0,Papa Deez,https://avatars.steamstatic.com/3d332751bf4fb433157f8ecf249394d8c9db45d4_full.jpg,1.0,,1.035827914369222e+17,1102125103.0,US,
User320,76561197971859988,1.0,Sub,https://avatars.steamstatic.com/cbd1a8ebdbde408d8bbca28475f5c57c714c28db_full.jpg,0.0,,1.035827914295214e+17,1103196768.0,,
User321,76561197972235753,1.0,PeekaBoo,https://avatars.steamstatic.com/b36ede7dc45fdd54efeed6d9f65906ab3682f94b_full.jpg,0.0,David,1.0358279143797462e+17,1103891667.0,PL,26
User322,76561197972352850,1.0,DiriONLY98,https://avatars.steamstatic.com/05791867460fdbaebe20c84b1da3b71e177c116e_full.jpg,0.0,,1.035827914295214e+17,1104012914.0,,
User323,76561197973049529,1.0,unc,https://avatars.steamstatic.com/6717376309241f143b3a8b83ed6bfe65dc969fec_full.jpg,1.0,,1.035827914295214e+17,1105318220.0,US,
User324,76561197973430875,1.0,JOHN TITOR bitskinscom,https://avatars.steamstatic.com/d720082938756fc42f966f255fcd08c8802483d2_full.jpg,0.0,Adam M.,1.0358279143832226e+17,1106264064.0,US,NY
User325,76561197975479985,1.0,vitcon skins,https://avatars.steamstatic.com/15256fa43bf68565603b768c7d43e25581fc658a_full.jpg,0.0,From Dich Vong Hau,1.0358279145829885e+17,1113668946.0,VN,51
User326,76561197976576387,1.0,oozorasubarulover69,https://avatars.steamstatic.com/1d03ce5f139c97c02c55be229140d26ac130e4ac_full.jpg,0.0,,1.0358279143981472e+17,1119366739.0,,
User327,76561197979128181,1.0,to the S T R S,https://avatars.steamstatic.com/e17d387b9d65afcd39bd45fa87c69aeb72850113_full.jpg,0.0,✪♥♛TeamSOLOMID™♫♪,1.0358279143467256e+17,1131711195.0,GM,01
User328,76561197979158610,1.0,awkn,https://avatars.steamstatic.com/f501d27a4bf8c9c9d2548d1c447033a195d37468_full.jpg,0.0,,1.0358279146003882e+17,1131730256.0,,
User329,76561197979705473,1.0,Biighead,https://avatars.steamstatic.com/e2ca39082199d52d6405f887ef5d7617ade4da11_full.jpg,0.0,Baloo Balooba₄₂₀,1.0358279145730531e+17,1134668123.0,NE,07
User330,76561197985332880,1.0,SMELLi,https://avatars.steamstatic.com/813ba1943399db7590d045d24936fff202794e27_full.jpg,3.0,,1.0358279142958454e+17,1159925920.0,US,CA
User331,76561197985959978,1.0,Burlem,https://avatars.steamstatic.com/39ec806f3ee7bbbde98d8cd318af5150bcefb577_full.jpg,0.0,,1.0358279146375896e+17,1162649976.0,CF,
User332,76561197987358846,1.0,AlybuiTuMUTED ALL,https://avatars.steamstatic.com/d4fbe6b8c96fd091c5ffb154486e68517bdfa0a9_full.jpg,0.0,,,,,
User333,76561197987815569,1.0,Judicious Use Of Deadly Force,https://avatars.steamstatic.com/feed5a6e140ccc7aaf1a3ce2b16ed4484718cd92_full.jpg,4.0,Fabricio Moura,1.0358279142955435e+17,1170058287.0,BR,21
User334,76561197988349617,1.0,Go0sE,https://avatars.steamstatic.com/626edcd0d999bc8ca527a8d4bc044e75e5ed008a_full.jpg,4.0,Josh,1.0358279143480821e+17,1172247609.0,US,CT
User335,76561197989158089,1.0,r1ko,https://avatars.steamstatic.com/675875a03d2fe35151e715da1494a89957ff5676_full.jpg,0.0,,1.0358279143189208e+17,1175824184.0,,
User336,76561197991071926,1.0,Adrian,https://avatars.steamstatic.com/896a6cc947b5256ed7e6e0c539b35e81d53971ca_full.jpg,0.0,Adrian,1.035827914314343e+17,1183803209.0,IT,12
User337,76561197991333400,1.0,jxrdywest,https://avatars.steamstatic.com/1eb0c458cd7a7e8cf36e10e1c49561985d038d43_full.jpg,0.0,cindy,1.0358279142967026e+17,1184824950.0,,
User338,76561197993798795,1.0,CSGO Shuffle Gifts 4,https://avatars.steamstatic.com/d2b094d45481ff3c8a1cacbc7c038bfad1ef74be_full.jpg,0.0,,,,,
User339,76561197995330007,1.0,JulesRules,https://avatars.steamstatic.com/a6328a2f223cd55650d4e176f1d05f38e1470553_full.jpg,0.0,Julischka,1.0358279143005971e+17,1198936445.0,DE,
User340,76561197996800232,1.0,Endless,https://avatars.steamstatic.com/f05078aef280b9317cafb9c8c69accaf68b28da3_full.jpg,0.0,,1.035827914312952e+17,1203706891.0,SE,
User341,76561197997213675,1.0,Hary Porsche,https://avatars.steamstatic.com/14c8d484e1f31fed7562231fdd84bebd34fa3dbd_full.jpg,1.0,Nam,1.0358279145756123e+17,1205367037.0,US,WI
User342,76561197997269447,1.0,٨,https://avatars.steamstatic.com/0c5d82f77a54efd1d742ab6be8a3975f6e0c179e_full.jpg,0.0,geht dichn ix an dikka,1.0358279143576557e+17,1205590936.0,,
User343,76561197997829736,1.0,Dr ChRisGER,https://avatars.steamstatic.com/9b75cb8641bec11676f66f3d8eb4995ddec08908_full.jpg,0.0,🆅🅰🅻🆅🅴 - Premium Account,1.0358279142958048e+17,1207489133.0,DE,15
User344,76561197997836026,1.0,,https://avatars.steamstatic.com/5bce96a7d25c1d26b207bb0f455da527ae0bfff9_full.jpg,0.0,,,,,
User345,76561197998088965,1.0,Buster,https://avatars.steamstatic.com/4026d9ebfdc777e667601cc3c87839a5cd948f88_full.jpg,4.0,,1.035827914295311e+17,1208702616.0,SE,
User346,76561197999101130,1.0,Tomiq,https://avatars.steamstatic.com/b698f81978cd408b5e210f5b5c09d308ae75165b_full.jpg,0.0,Tomasz G.,1.035827914360514e+17,1212676760.0,IS,18
User347,76561198001100739,1.0,1luvmuff1n,https://avatars.steamstatic.com/7cd8ceb199f13d86bbe20fc90719c854819c0918_full.jpg,0.0,Rick,1.0358279143578392e+17,1221056334.0,NL,
User348,76561198001240492,1.0,jD,https://avatars.steamstatic.com/20af04acf8e5f0d86fd4704056bedb9bf9378b7c_full.jpg,0.0,PRO,1.0358279145912091e+17,1221418212.0,FR,
User349,76561198002106715,1.0,BadKid,https://avatars.steamstatic.com/e2bd6f33c6c3178994105d81098fa4b54005b303_full.jpg,0.0,NTG,1.0358279145339182e+17,1225102994.0,,
User350,76561198002608541,1.0,Blanchflower,https://avatars.steamstatic.com/18d0354da03d6862e7e352e4afcec19216450596_full.jpg,0.0,Siva Balan,1.0358279143854376e+17,1226662196.0,SG,
User351,76561198003706909,1.0,Cọc to,https://avatars.steamstatic.com/97e463a36f2693f6158631fb69c4074694019c20_full.jpg,0.0,Huỳnh,1.0358279145390845e+17,1228654225.0,VN,13
User352,76561198004901898,1.0,Dalaxtor,https://avatars.steamstatic.com/46717a12c2e3cb233723b3254374965c5df061f6_full.jpg,0.0,,1.035827914553007e+17,1231239015.0,ES,52
User353,76561198005472351,1.0,,https://avatars.steamstatic.com/1cf0c53265eb826eac1cb4a7cb71a6a30fc0a3a7_full.jpg,0.0,DaMagiciaN,1.035827914295214e+17,1232779688.0,GB,I2
User354,76561198006449401,1.0,con chym non,https://avatars.steamstatic.com/046f0c4ae4991adbcb418bf65af20bc19e184444_full.jpg,0.0,Thong Le,1.035827914295214e+17,1234939313.0,VN,52
User355,76561198007358149,1.0,eniksx,https://avatars.steamstatic.com/fc479286e1296a79d93b3ce76656bb8c5c3742b6_full.jpg,0.0,,1.035827914295214e+17,1236346119.0,,
User356,76561198009979326,1.0,Lagger,https://avatars.steamstatic.com/184289e8b289ef6b741cf10ac50a966e43df9713_full.jpg,0.0,,1.0358279145916438e+17,1242322031.0,,
User357,76561198013471467,1.0,form,https://avatars.steamstatic.com/d89b8b1c0166ed7367eeba9d843cc979587a5f2c_full.jpg,0.0,,1.035827914295214e+17,1252334183.0,,
User358,76561198013657767,1.0,makise,https://avatars.steamstatic.com/8a314c93080b26d6d7cd3270a40a11bdc5e2abe7_full.jpg,3.0,marcus,1.0358279143616675e+17,1252917755.0,US,TX
User359,76561198014962540,1.0,Descroke2,https://avatars.steamstatic.com/da09c36b9252acd704e35b9b6163cb5b33891dae_full.jpg,0.0,,1.0358279144112714e+17,1256827521.0,GB,
User360,76561198015170893,1.0,Grimch,https://avatars.steamstatic.com/37be383517ec0db09adebc3afbd8c923826fbfb8_full.jpg,0.0,,1.0358279145841768e+17,1257342687.0,BG,
User361,76561198015533587,1.0,boksik,https://avatars.steamstatic.com/9691c019272fdea7a87289ff5c70a7010c492da1_full.jpg,0.0,Jakub,1.0358279146199133e+17,1257870491.0,GB,
User362,76561198015915987,1.0,Played,https://avatars.steamstatic.com/d68e57804fdad526db62ac9e9b076ead4c56a9fb_full.jpg,0.0,Ulrik,1.035827914295214e+17,1258135428.0,NO,
User363,76561198016277539,1.0,Delicious,https://avatars.steamstatic.com/034537366673ccdf2508ebe16bc138fa4ce6a7da_full.jpg,0.0,,1.0358279143165264e+17,1258457261.0,VN,53
User364,76561198017937867,1.0,Hunter,https://avatars.steamstatic.com/b1578e8e182e4aa071a4ebb370a9e3940f675af6_full.jpg,0.0,Dima,1.0358279143790322e+17,1260714718.0,DE,04
User365,76561198018541516,1.0,76561198018541516,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,1.035827914295214e+17,1261662068.0,,
User366,76561198018636786,1.0,specialist,https://avatars.steamstatic.com/3d857b5bcb4efb0a12d00e06819a065ae19a5c36_full.jpg,3.0,Alexander 13 years,1.035827914295214e+17,1261740908.0,AD,05
User367,76561198019305432,1.0,dank,https://avatars.steamstatic.com/1149fef9ea8439558379ab1d1436225db50b4650_full.jpg,0.0,,1.035827914636232e+17,1262536302.0,US,
User368,76561198019839837,1.0,Endess,https://avatars.steamstatic.com/cafee95104936254f46c749241852d564b7d5886_full.jpg,0.0,Hoang Dang,1.0358279143578096e+17,1263566740.0,VN,52
User369,76561198020115030,1.0,Quartararo,https://avatars.steamstatic.com/3c7df7e8a90f38e05eba8e065222d8b8307a3025_full.jpg,0.0,Seno,1.035827914353641e+17,1264004481.0,ID,12
User370,76561198020353696,1.0,RUSALINN1,https://avatars.steamstatic.com/11a109aa395bd5c2a89b14921020676fb0d2d95d_full.jpg,4.0,Bontea Cristian Rusalin,1.0358279143651456e+17,1264451009.0,RO,18
User371,76561198023037279,1.0,Harlekin,https://avatars.steamstatic.com/abec156217d320824ec12d1e9dace8070369dd85_full.jpg,0.0,𝖉𝖆𝖓𝖎𝖊𝖑 38yoᵐᵃˡᵉ & 𝕊ons,1.0358279143358315e+17,1269685760.0,DE,10
User372,76561198023141298,1.0,Aliovch,https://avatars.steamstatic.com/9c9e4ae3e989da0d09d43043eb54f41a94134766_full.jpg,4.0,Ali ✌ ✘ ツ,1.0358279143811598e+17,1269783675.0,KW,
User373,76561198024287163,1.0,OConner,https://avatars.steamstatic.com/3edcd3dc86f9397a3f87e71b37e67fcb93c1e4e6_full.jpg,0.0,,1.0358279143981437e+17,1272192435.0,RO,
User374,76561198024756761,1.0,Flash,https://avatars.steamstatic.com/a521352ec938d97a89f4b9655f75924d3cea6344_full.jpg,0.0,Da no?,1.0358279142954222e+17,1273330839.0,,
User375,76561198026241790,1.0,Ehrenhart,https://avatars.steamstatic.com/77f400c3b12b95e2f3bdbb34d473951fc49f6f2a_full.jpg,0.0,,1.0358279145610805e+17,1275586328.0,DE,16
User376,76561198026417636,1.0,D4rk,https://avatars.steamstatic.com/7037e3301d42e87e07c1c3026957ac1f94913d41_full.jpg,0.0,,1.0358279146085376e+17,1276023845.0,PT,13
User377,76561198026654432,1.0,hola mami que guapa,https://avatars.steamstatic.com/bf09ae018261d1713d89f834a1cc70387beece89_full.jpg,0.0,,1.0358279142953528e+17,1276619390.0,IM,
User378,76561198026871248,1.0,Mia,https://avatars.steamstatic.com/8bb6a4d7223c09446bc0abb6570e5912d7f8b275_full.jpg,0.0,^^,1.035827914295214e+17,1277150944.0,,
User379,76561198027777677,1.0,Sivintrox,https://avatars.steamstatic.com/2f3f2df471413d02545a491a8de5673cdad7c197_full.jpg,0.0,Jenya De Gever,1.0358279143897958e+17,1279388926.0,GB,17
User380,76561198029237384,1.0,nahahehe,https://avatars.steamstatic.com/5a71fa3941c783c918f9a3264659233b43cd3f52_full.jpg,0.0,,1.0358279145469629e+17,1282229649.0,,
User381,76561198030072357,1.0,Parigo,https://avatars.steamstatic.com/fe32081b8851fe2834b82de2749a14e41cc22596_full.jpg,0.0,Hєℓℓσ ι'м Ƒαвιєη,1.035827914359205e+17,1283704913.0,FR,A8
User382,"76561198030230105,3.0,1.0,Fixrou,1.0,https://steamcommunity.com/id/fixrou/,https://avatars.steamstatic.com/7ce089edfd10c098ee86a91318f8207f5584bb61_full.jpg,0.0,""Рузаль, 33 года"",103582791433918461,1284045836.0,0.0,RU,73,,,,,,,",,,,,,,,,
User383,"76561198030932341,3.0,1.0,coloster,,https://steamcommunity.com/id/coloster/,https://avatars.steamstatic.com/6dfb0370220a8cebad2639034faa64a160106831_full.jpg,0.0,""s'tahw pu odaroloc, detinu setats"",103582791431776478,1285371554.0,0.0,,,,,,,,,",,,,,,,,,
User384,76561198031492742,1.0,WARBOSS,https://avatars.steamstatic.com/09fa3c12ab849c553b26d4a773a4edc4e304ddaf_full.jpg,0.0,,1.0358279143244842e+17,1286278526.0,GB,P3
User385,76561198033113721,1.0,BrianAM,https://avatars.steamstatic.com/579f56011c0d95490697b4c7a663aab854f3914e_full.jpg,0.0,Brian,1.0358279145630782e+17,1289243043.0,GB,
User386,76561198033707817,1.0,ZIP,https://avatars.steamstatic.com/d08d59aacfead53e8c8afed1cbd2c8ab5ec3db99_full.jpg,0.0,,1.0358279143467256e+17,1290019094.0,US,NV
User387,76561198033944588,1.0,DGray,https://avatars.steamstatic.com/94a1ebdfe6e6213c0489beebd1fa93b63689ae91_full.jpg,0.0,,1.0358279145639414e+17,1290346196.0,,
User388,76561198034399770,1.0,kiyeusuV,https://avatars.steamstatic.com/357305198f799cda24f14ceed9e2b88a133756cd_full.jpg,0.0,Đào Nguyễn Tuấn Anh,1.0358279143306478e+17,1291124489.0,VN,23
User389,76561198034450403,1.0,Franz Xaver L,https://avatars.steamstatic.com/42088b5cf29fa65fa641222b012d4398cc513617_full.jpg,0.0,,1.0358279143345402e+17,1291306590.0,,
User390,76561198035219544,1.0,Miki,https://avatars.steamstatic.com/8ff9d79895d8d455df0e3613edea9d04f40f0482_full.jpg,0.0,,1.0358279142984515e+17,1292700643.0,CZ,52
User391,76561198035825843,1.0,Livaï,https://avatars.steamstatic.com/933860e5e7817b0fcb301f52c49fe266328fec3d_full.jpg,1.0,NeMo,1.0358279143472581e+17,1293469202.0,FR,
User392,76561198036006406,1.0,Piranha,https://avatars.steamstatic.com/5865e69579caee8801950de7aacd670d574e4774_full.jpg,0.0,Hakanasozan,1.035827914296153e+17,1293647067.0,TR,
User393,76561198036102059,1.0,João the riddler,https://avatars.steamstatic.com/7130c2428e3c3f626c3b4a7515ee46fb7b69f766_full.jpg,0.0,João,1.0358279144162165e+17,1293816768.0,PT,14
User394,76561198036788767,1.0,stiu ndM,https://avatars.steamstatic.com/8b80f22bd00d239faacd3843f44deb0306757ab7_full.jpg,0.0,proA.stiu // [A]13.ndM,1.0358279143818248e+17,1295008884.0,CC,
User395,76561198036837663,1.0,Cactus Jack,https://avatars.steamstatic.com/a5acc105740dda607ac82e3f0611e94718fe4b79_full.jpg,0.0,,1.0358279142952222e+17,1295094026.0,PL,35
User396,76561198037394376,1.0,manowar,https://avatars.steamstatic.com/7d3f42f70c9c5a7fbc5900885321f9508750aed7_full.jpg,0.0,,,,,
User397,76561198037534574,1.0,Juj,https://avatars.steamstatic.com/1191c81a57194f64acfcda94f0fd0cb94e92eff7_full.jpg,0.0,,1.0358279143749984e+17,1296392243.0,,
User398,76561198038110086,1.0,iSh0xx,https://avatars.steamstatic.com/ebfb6f09aac73480b05bfc2c8874d47094954fe3_full.jpg,0.0,Nico,1.0358279144015954e+17,1297532639.0,IT,20
User399,76561198038160534,1.0,discovery42,https://avatars.steamstatic.com/554afa7c4e9f33db2307a56a7153578c73234613_full.jpg,0.0,❤GÖKHAN❤,1.035827914296153e+17,1297618693.0,TR,
User400,76561198039568970,1.0,DORN,https://avatars.steamstatic.com/bf4c3fbdf6d16659ea970ba3544817afa77f8300_full.jpg,0.0,Серж,1.0358279143341232e+17,1300539732.0,RU,47
User401,76561198040546511,1.0,Kripz,https://avatars.steamstatic.com/1652b36301c00168ce8da935eb7bad9658148725_full.jpg,0.0,,1.0358279144214309e+17,1302700253.0,PT,
User402,76561198041531545,1.0,CrosX,https://avatars.steamstatic.com/8dfe278c7493b6984540e57ecd57b791df13841e_full.jpg,0.0,bo,1.0358279143334298e+17,1304695213.0,GB,P8
User403,76561198041863165,1.0,adapt,https://avatars.steamstatic.com/37cb8fa2ddc7c562bc34b08be92d00afca5dfeac_full.jpg,0.0,,1.0358279142952349e+17,1305412922.0,AU,
User404,76561198042151344,1.0,The Great Ozz,https://avatars.steamstatic.com/ed8ceed086cd41bdd46fb0fff805b81babc6dfae_full.jpg,0.0,,,,,
User405,76561198042627119,1.0,Azox,https://avatars.steamstatic.com/05bdbe994756fea121a268d3bb9f30ef82d55442_full.jpg,0.0,,1.035827914554934e+17,1306864813.0,DE,07
User406,76561198043604997,1.0,No Microphone Detected,https://avatars.steamstatic.com/22a87c6cb1f0dc31e08da6f4bc04f220cb3bbb41_full.jpg,0.0,No Microphone Detected,1.0358279143664822e+17,1308630513.0,CA,
User407,76561198044077003,1.0,jaded,https://avatars.steamstatic.com/32ff387adf1c341d119a89f4fe88d3d731279dff_full.jpg,0.0,,,,,
User408,76561198044253573,1.0,eV3rest,https://avatars.steamstatic.com/758cb3831156e1a26d265f0ed5cfea710ed2427b_full.jpg,0.0,Leon S,1.0358279146605882e+17,1309292683.0,DE,09
User409,76561198044634640,1.0,mexdex DD,https://avatars.steamstatic.com/7bc1fc5618abe20cefc7c72ad52469e857a4c0bb_full.jpg,0.0,Günther,1.035827914530285e+17,1309709828.0,GS,
User410,76561198044895797,1.0,Vetic,https://avatars.steamstatic.com/777720b4746034ad87311ee490a92b31a1c7dee0_full.jpg,0.0,,1.035827914295214e+17,1310063306.0,RO,
User411,76561198045175894,1.0,L1ghT,https://avatars.steamstatic.com/706400d3dd4b53a993133d2bdc486f0f6b33aa9e_full.jpg,0.0,,,,,
User412,76561198045324497,1.0,,https://avatars.steamstatic.com/44a924f24d22050b31af9a7181d8fb4b28d86db4_full.jpg,0.0,,1.0358279143666462e+17,1310668948.0,DK,
User413,76561198045790971,1.0,CRANKCRANKCRANK,https://avatars.steamstatic.com/175535a14605fea6db2fe5c3e143b3d4a137b7af_full.jpg,1.0,,1.0358279143604666e+17,1311437144.0,US,AK
User414,76561198046175132,1.0,Peace,https://avatars.steamstatic.com/b97334fe647d4641b2144a16737df8baf5a13879_full.jpg,0.0,,1.0358279143567971e+17,1312061512.0,KR,
User415,76561198046595809,1.0,type,https://avatars.steamstatic.com/f604998b848cdce45e7c03e02514410957f293b8_full.jpg,0.0,type,1.035827914295214e+17,1312836310.0,US,
User416,76561198046843529,1.0,sng,https://avatars.steamstatic.com/1a2b6cb95d0de11043a97b6ce212ef15e15e5765_full.jpg,0.0,Alexander,1.035827914375119e+17,1313273489.0,RU,66
User417,76561198047045664,1.0,monkey,https://avatars.steamstatic.com/43f6ddf3c5d3d8f72d7780ecb6d1970959665657_full.jpg,0.0,DWBOB,1.0358279143468718e+17,1313556953.0,,
User418,76561198048281653,1.0,sky wind,https://avatars.steamstatic.com/0c0b32e8d655b4c16114c545d44e92e23b4b1328_full.jpg,0.0,,,,,
User419,76561198048805985,1.0,Astra,https://avatars.steamstatic.com/5917886caf215e537577d8ea28409d4914b3b7a7_full.jpg,0.0,,1.035827914295214e+17,1316165882.0,VN,52
User420,76561198049331155,1.0,Bon,https://avatars.steamstatic.com/a256f5bec5ac886d53a787c013a2c51b6ae193fb_full.jpg,0.0,📲 Mobile Authenticator ✅ Activated ✅,1.0358279146472309e+17,1316696706.0,JP,22
User421,76561198049714266,1.0,Teeird,https://avatars.steamstatic.com/44927f5526db8cfa6db57d00f4b5426ac807f4af_full.jpg,0.0,           The Mogul.,1.0358279143914693e+17,1317290971.0,AQ,
User422,76561198049993995,1.0,NgocTrinh on fire,https://avatars.steamstatic.com/c597d77ac4a992bb840d544d012250a05e4ed0c9_full.jpg,0.0,Nguyen Hoang Anh,1.0358279143232051e+17,1317783037.0,US,NY
User423,76561198050086061,1.0,jordan,https://avatars.steamstatic.com/d0d19c3dd6d7800cbf3e5ce156d132528f442983_full.jpg,0.0,,1.0358279143463696e+17,1317940357.0,GS,
User424,76561198050281882,1.0,BOOST DEAD INSIDE CSMONEY,https://avatars.steamstatic.com/7ab41e3acde9db6be73e621bddf5b6b5b103dd6f_full.jpg,0.0,,,,,
User425,76561198050883125,1.0,Spoods,https://avatars.steamstatic.com/e925bd5845e4bcfa607094c07d8b3c53c7d3527f_full.jpg,0.0,,1.0358279143427725e+17,1319206223.0,DK,
User426,76561198051547068,1.0,Tetomu,https://avatars.steamstatic.com/206470ab52d8322c790efcab2965737a9cff009d_full.jpg,0.0,???,1.0358279144082294e+17,1320076669.0,,
User427,76561198051966375,1.0,chriskritzMellogang,https://avatars.steamstatic.com/0546ac51d3f8e4f74d03e4ceaf0ef01229a02b2c_full.jpg,1.0,Chris,1.0358279143719478e+17,1320649525.0,US,NC
User428,76561198052406366,1.0,Vlad,https://avatars.steamstatic.com/b85ba9e3552c6d962882bb72dfdb18782dcae55c_full.jpg,0.0,,1.0358279143456818e+17,1321075252.0,RO,23
User429,76561198053353548,1.0,Cobl,https://avatars.steamstatic.com/cc65b2e51c12c364fdb62d61b2232e804b4c789a_full.jpg,0.0,Respect & Honor,1.0358279145757e+17,1322257576.0,GB,
User430,76561198053677121,1.0,FCHTobi,https://avatars.steamstatic.com/35eb986ddec52be02c02300665ccebfaa534171a_full.jpg,0.0,Tobi,1.0358279147149675e+17,1322731369.0,DE,01
User431,76561198053960200,1.0,ccccc,https://avatars.steamstatic.com/4dcfa9ee8a356afbcacbc4ef8a8b4976e0604833_full.jpg,0.0,ccccc,1.035827914399289e+17,1323090718.0,,
User432,76561198056922908,1.0,Mita,https://avatars.steamstatic.com/eb4d8d83212b9ea7fa1de3654db54951a16d4cbc_full.jpg,0.0,,1.0358279143467256e+17,1326303704.0,VN,
User433,"76561198057102861,3.0,1.0,D JACE,1.0,https://steamcommunity.com/id/YesYouAreFree/,https://avatars.steamstatic.com/8a75d7659d8abd0a738962b4b3363322de84e8e0_full.jpg,0.0,""Daniel """"Danny"""" F."",103582791440081893,1326636489.0,0.0,,,,,,,,,",,,,,,,,,
User434,76561198057272166,1.0,Styen,https://avatars.steamstatic.com/bebd4a653f2b90688f3a55bc486c532d1f8cc43d_full.jpg,0.0, xEnumal,1.035827914295214e+17,1326850619.0,,
User435,76561198057417393,1.0,Kradian,https://avatars.steamstatic.com/a41301d4b9e1d39dda8f88f1c057b74f846482c7_full.jpg,0.0,Anh Nguyen,1.0358279143467256e+17,1327152064.0,VN,
User436,76561198057476151,1.0,SirenaVisAVis,https://avatars.steamstatic.com/527680b059b3637302f733039f8c4cd44fca5e6c_full.jpg,0.0,,,,,
User437,76561198057789478,1.0,,https://avatars.steamstatic.com/aa6e7a58311b1f51e380b505150dabc85d000a31_full.jpg,0.0,KEVIN NOTJES,1.035827914547662e+17,1327694854.0,BE,08
User438,76561198058062304,1.0,Phúc tóc dài,https://avatars.steamstatic.com/7ed3736d3d31e2f5ab94811454b3f9708000f1aa_full.jpg,0.0,Ha Van Phuoc,1.0358279143390576e+17,1328100897.0,VN,74
User439,76561198058645762,1.0,Toby,https://avatars.steamstatic.com/6330c0531c83e7262767b52a29728f6801bcc289_full.jpg,0.0,,1.0358279146249914e+17,1329056908.0,US,
User440,76561198058747869,1.0,Red Hawt,https://avatars.steamstatic.com/95d8f1c00bbdc43e289e494f3dad027a6f930ac4_full.jpg,0.0,The Doom Slayer,1.0358279143693309e+17,1329232744.0,VN,51
User441,76561198058904107,1.0,TuiLaNu,https://avatars.steamstatic.com/60d2a4945737eb755242b8e5a6dcc47dbe22484d_full.jpg,0.0,Cj Dang,1.0358279143679491e+17,1329476874.0,VN,52
User442,76561198059309388,1.0,JailbreakerTV,https://avatars.steamstatic.com/6c0640f13870942bac7bf72a2acc3196ad42490e_full.jpg,0.0,Jail,1.0358279142954757e+17,1330094837.0,DE,07
User443,76561198059762356,1.0,DeplatinuM,https://avatars.steamstatic.com/70415fc1502f95320348dfeec7e3b3254f5ef7d2_full.jpg,0.0,Денис,1.0358279142955118e+17,1330773248.0,RU,70
User444,76561198060867267,1.0,Zeomarino,https://avatars.steamstatic.com/72fa6de0d8747e1b55df0f0840c67e1aa72f26f1_full.jpg,0.0,,1.0358279146768206e+17,1332694537.0,,
User445,76561198060882657,1.0,SleyD,https://avatars.steamstatic.com/8399ebbe9183a51002071693582f7c93975739e2_full.jpg,0.0,Roman,1.0358279145797706e+17,1332678674.0,RU,
User446,76561198061041936,1.0,VikingEsports,https://avatars.steamstatic.com/73666329493671efe3ce83252aba9045cf636673_full.jpg,0.0,www.vikingesports.com,1.0358279143427725e+17,1332952646.0,,
User447,76561198061266696,1.0,DevzCSGO WebDev For Hire,https://avatars.steamstatic.com/a5ace2d54c60047a08626aa32fa483064285f556_full.jpg,0.0,,1.035827914295214e+17,1333212069.0,,
User448,76561198061284999,1.0,Ennn Tiii,https://avatars.steamstatic.com/a17a4ab589d4705cd8f1cbdafe4ece688dd69ed7_full.jpg,0.0,Kún,1.0358279143669362e+17,1333382809.0,VN,
User449,76561198062609718,1.0,,https://avatars.steamstatic.com/b56feb673753ad64aeb25acf7a20986dd2c61a57_full.jpg,0.0,DnD,1.0358279143467256e+17,1335443506.0,CA,ON
User450,76561198062832922,1.0,Fantom Knight,https://avatars.steamstatic.com/ae540d37eef3cfcff194166b7325340a698fe0e0_full.jpg,0.0,Fantom Knight,1.03582791438259e+17,1335833101.0,VN,52
User451,76561198062941284,1.0,PhuongBeast,https://avatars.steamstatic.com/fe639691663abb66576bc5ed99ecff8c8296e8fe_full.jpg,1.0,,1.0358279144056053e+17,1336003494.0,VN,52
User452,76561198064345427,1.0,Do you love me,https://avatars.steamstatic.com/c5a76a9dea440c9096bde1de285883deac7d5680_full.jpg,0.0,,1.0358279146727357e+17,1338192534.0,FR,
User453,76561198064425507,1.0,bubbaOGnizzle,https://avatars.steamstatic.com/57f324180e16acf1b9909b8c9726eeddccd5e957_full.jpg,1.0,,1.035827914553325e+17,1338330187.0,US,
