steamid,communityvisibilitystate,profilestate,personaname,commentpermission,profileurl,avatarfull,personastate,realname,primaryclanid,timecreated,personastateflags,loccountrycode,locstatecode,loccityid,gameextrainfo,gameid,lobbysteamid,gameserverip,gameserversteamid,response
76561198970315791,3.0,1.0,SuuDauTrau,,https://steamcommunity.com/id/sgsyeugau1/,https://avatars.steamstatic.com/40a5c5ee9299a4d74f59a1e94d759580e0660b1a_full.jpg,0.0,Phúc,103582791429521408,1560674797.0,0.0,VN,37,46494.0,,,,,,
76561198977770328,3.0,1.0,Ga Tia Chop,,https://steamcommunity.com/profiles/76561198977770328/,https://avatars.steamstatic.com/13bf81cc2001ad5a697d3dc778ecd3074bce3719_full.jpg,0.0,,103582791429521408,1563269880.0,0.0,,,,,,,,,
76561198981331048,3.0,1.0,Vu Gudbui,2.0,https://steamcommunity.com/profiles/76561198981331048/,https://avatars.steamstatic.com/1576046ff3c8ab9b291b398337240fbec72fb7f4_full.jpg,0.0,,103582791469541692,1564649976.0,0.0,RU,05,39829.0,,,,,,
76561198988496798,3.0,1.0,Nᴏʜᴏᴘᴇ ᶠᴬᴷᴱ,,https://steamcommunity.com/id/Nohope093/,https://avatars.steamstatic.com/14c94ace391b90e2c5c3e07e44f518f25a3d4376_full.jpg,0.0,,103582791429521408,1567734513.0,0.0,,,,,,,,,
76561198989850558,3.0,1.0,C,1.0,https://steamcommunity.com/id/XZR_HA/,https://avatars.steamstatic.com/205d40ba481ef4a69ef0bad0706507d4abc07612_full.jpg,0.0,...,103582791454696280,1568281749.0,0.0,,,,,,,,,
76561199017348662,3.0,1.0,Malcud,,https://steamcommunity.com/id/duclam0312/,https://avatars.steamstatic.com/fe2e43542aa25597b7a74a1dcd37f8bb984eafc5_full.jpg,0.0,,103582791429521408,1578644708.0,0.0,VN,51,,,,,,,
76561199018006799,2.0,1.0,Taurus Pham,,https://steamcommunity.com/profiles/76561199018006799/,https://avatars.steamstatic.com/897ffb376f14c36ecb236e548c3dd7c169dff299_full.jpg,0.0,,,,,,,,,,,,,
76561199029134239,3.0,1.0,Simao,1.0,https://steamcommunity.com/profiles/76561199029134239/,https://avatars.steamstatic.com/8701a2d3cacb6be871c175a3877693ccc0d4274d_full.jpg,0.0,,103582791429521408,1582537275.0,0.0,,,,,,,,,
76561199031443987,3.0,1.0,Miiao Miao,2.0,https://steamcommunity.com/id/miiaomiaoaecc/,https://avatars.steamstatic.com/baf59b6317eb0cbcb68cb23802e326d8c76dae7a_full.jpg,0.0,Miiao Miao,103582791469541692,1583414824.0,0.0,,,,,,,,,
76561199066141116,3.0,1.0,Purple Tea,1.0,https://steamcommunity.com/profiles/76561199066141116/,https://avatars.steamstatic.com/87d8439557eddf377b88f27ccae93543df3340b0_full.jpg,0.0,Nguyen Mai Thy,103582791429521408,1591959501.0,0.0,VN,52,,,,,,,
76561199066354657,3.0,1.0,DauXinh98,1.0,https://steamcommunity.com/id/dauxinh/,https://avatars.steamstatic.com/c4086a3c22b5cec5ed2193acc09fbfd116c6c8a4_full.jpg,0.0,,103582791429521408,1592123211.0,0.0,VN,,,,,,,,
76561199090065293,3.0,1.0,Dangg,,https://steamcommunity.com/id/tuiladangg/,https://avatars.steamstatic.com/1532ae034400301477b7e6592c1b0dc9152c99b6_full.jpg,0.0,Nguyen Hoang Giang,103582791429521408,1599920310.0,0.0,,,,,,,,,
76561199095656442,3.0,1.0,Em bé,1.0,https://steamcommunity.com/id/embemongmo/,https://avatars.steamstatic.com/efc89616c3178e26d78a069dd96f0bc84a1aa424_full.jpg,3.0,Puddin.n,103582791469541692,1601705828.0,0.0,VN,51,,Counter-Strike 2,730,,,,
76561199107402119,3.0,1.0,Lino,,https://steamcommunity.com/profiles/76561199107402119/,https://avatars.steamstatic.com/ad0c97e0ab27a5043e331ac7cceb848f4d9631cc_full.jpg,1.0,,103582791429521408,1605505963.0,0.0,,,,,,,,,
76561199107653114,3.0,1.0,Gừng,1.0,https://steamcommunity.com/profiles/76561199107653114/,https://avatars.steamstatic.com/d790c316b9983364ca5ee907ea80b92c7dea3aa5_full.jpg,0.0,Gừng,103582791429521408,1605545076.0,0.0,,,,,,,,,
76561199124905701,3.0,1.0,YihinFlen,,https://steamcommunity.com/id/soaiyihin/,https://avatars.steamstatic.com/2d13a7dda079ba450a1bc1c010aa186764ee67f4_full.jpg,0.0,Soái,103582791429521408,1609476699.0,0.0,,,,,,,,,
76561199129536327,3.0,1.0,COOK Toc Toc,,https://steamcommunity.com/id/nohairvn/,https://avatars.steamstatic.com/8b3c648b9864cfd57cb25b8ee1964b87f7ba47ba_full.jpg,0.0,NoHair,103582791469541692,1610451663.0,0.0,VN,55,,,,,,,
76561199159570935,3.0,1.0,Xwolf,,https://steamcommunity.com/profiles/76561199159570935/,https://avatars.steamstatic.com/a23492398c15c4f62d352e8a3b00fd3d740c3476_full.jpg,0.0,,103582791429521408,1617885998.0,0.0,JP,,,,,,,,
76561199183887005,3.0,1.0,YuuKi,1.0,https://steamcommunity.com/id/YuuKi94/,https://avatars.steamstatic.com/148ff422f2245ab66abfeabf3f7506861d6b703b_full.jpg,0.0,,103582791469541692,1624705545.0,0.0,VN,,,,,,,,
76561199197982117,3.0,1.0,Linh Linh,,https://steamcommunity.com/profiles/76561199197982117/,https://avatars.steamstatic.com/733c5667ffe4ce68ac83257d026b192469836b60_full.jpg,0.0,Linh Linh,103582791429521408,1628679655.0,0.0,,,,,,,,,
76561199203331674,3.0,1.0,Cáy Nè,,https://steamcommunity.com/id/casyquinn/,https://avatars.steamstatic.com/1790524611aa3a4ee3994b0bbddf66b5d482cea6_full.jpg,0.0,Casy Nguyen,103582791429521408,1630418100.0,0.0,VN,13,46480.0,,,,,,
76561199212492509,3.0,1.0,em Mối bé xíu,,https://steamcommunity.com/profiles/76561199212492509/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,103582791429521408,1633520323.0,0.0,,,,,,,,,
76561199215293956,3.0,1.0,pewpie,1.0,https://steamcommunity.com/id/pewpie2k/,https://avatars.steamstatic.com/9f441d3217166495de1a11dc5ee926bdc93931ce_full.jpg,0.0,Nguyễn Minh Đức,103582791473088534,1634473067.0,0.0,VN,51,,,,,,,
76561199483998173,3.0,1.0,Vu Gudbui,1.0,https://steamcommunity.com/profiles/76561199483998173/,https://avatars.steamstatic.com/dd3e1177211f8711161bff350d2636d9213d5122_full.jpg,0.0,,103582791429521408,1677929400.0,0.0,,,,,,,,,
76561197964782863,3.0,1.0,Tetsuwan,,https://steamcommunity.com/id/tetsuwan/,https://avatars.steamstatic.com/61842df638530f86fd7f69dfca60f0affce64a79_full.jpg,0.0,,103582791438689171,1078256519.0,0.0,DE,,,,,,,,
76561198022194577,3.0,1.0,Leidenfrost,1.0,https://steamcommunity.com/id/nh0che0vn/,https://avatars.steamstatic.com/ef0c1db9ac10d0a2e4359dd35348be20764c7841_full.jpg,4.0,,103582791458051207,1268209783.0,0.0,KR,11,26400.0,,,,,,
76561198049332788,3.0,1.0,MooMoo,1.0,https://steamcommunity.com/id/radamenz/,https://avatars.steamstatic.com/db2c2deb3dcd3f56446b789c026689fcf9fe3be0_full.jpg,3.0,,103582791429521408,1316667002.0,0.0,,,,,,,,,
76561198061911363,3.0,1.0,Kinan Shonan,,https://steamcommunity.com/id/tuanhai/,https://avatars.steamstatic.com/d5819bb816d2ed296bb6bdc2de25360bfd57fcd9_full.jpg,0.0,Scorpion,103582791429521408,1334374019.0,0.0,VN,51,,,,,,,
76561198064101526,3.0,1.0,,2.0,https://steamcommunity.com/id/yhunahran/,https://avatars.steamstatic.com/7bd7b679c5366ab21aa4e22dc10f36102ecf6517_full.jpg,0.0,yhunahran,103582791429521408,1337738313.0,0.0,CN,23,,,,,,,
76561198085405946,3.0,1.0,Phong Henry,1.0,https://steamcommunity.com/profiles/76561198085405946/,https://avatars.steamstatic.com/1e2f0ec97f64d3d6ca2b9da529c2f6d78278fbab_full.jpg,0.0,,103582791429521408,1362414869.0,0.0,,,,,,,,,
76561198095577446,3.0,1.0,Shu Ku Chi,,https://steamcommunity.com/profiles/76561198095577446/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,103582791429521408,1372174365.0,0.0,,,,,,,,,
76561198097715215,3.0,1.0,Bả0Men Mua bán item bet sll,1.0,https://steamcommunity.com/id/ba0men444/,https://avatars.steamstatic.com/997a680f602070bd3e1296e2e2c24f6dc1e6a2cf_full.jpg,0.0,Bả0Men,103582791433837793,1373683090.0,0.0,VN,,,,,,,,
76561198099407572,3.0,1.0,tra0ga0na,,https://steamcommunity.com/profiles/76561198099407572/,https://avatars.steamstatic.com/89d1ce7b8735d13c02d7b954408912bbf1215725_full.jpg,0.0,,103582791429521408,1374500236.0,0.0,,,,,,,,,
76561198107394455,3.0,1.0,Im tini,,https://steamcommunity.com/id/Imhoan1992/,https://avatars.steamstatic.com/c1cfd26974d646b7ab86b16436edd7887f9f96b9_full.jpg,0.0,Divine,103582791458146209,1379317195.0,0.0,VN,51,,,,,,,
76561198109376974,3.0,1.0,CRUD,1.0,https://steamcommunity.com/id/bloodshaker1492/,https://avatars.steamstatic.com/4985eea789faa7edc7d87c32076ee857d6bbc330_full.jpg,0.0,,103582791433507003,1380711726.0,0.0,,,,,,,,,
76561198112184787,3.0,1.0,Nash,1.0,https://steamcommunity.com/profiles/76561198112184787/,https://avatars.steamstatic.com/eb1c5090d2cff1b77b96d25c32a521013918af3d_full.jpg,0.0,,103582791439441769,1382721628.0,0.0,,,,,,,,,
76561198116543219,3.0,1.0,PetFog,1.0,https://steamcommunity.com/id/Petmako/,https://avatars.steamstatic.com/33234c3134ba340b0bd1f60babfa013967a47fd8_full.jpg,0.0,,103582791437452510,1385846541.0,0.0,US,OR,3219.0,,,,,,
76561198127339642,3.0,1.0,1102,1.0,https://steamcommunity.com/id/concac123/,https://avatars.steamstatic.com/1e97adc803ef2acd814177be631a2f2ccbec3aca_full.jpg,0.0,,103582791433507003,1392977246.0,0.0,CK,,,,,,,,
76561198135524246,3.0,1.0,D4rkeys,,https://steamcommunity.com/profiles/76561198135524246/,https://avatars.steamstatic.com/7baf18b263b161414322881074cb1de4812edba0_full.jpg,3.0,,103582791433507003,1399172725.0,0.0,VN,51,,,,,,,
76561198144546666,3.0,1.0,LykBK,1.0,https://steamcommunity.com/id/lykbk/,https://avatars.steamstatic.com/694b98ca416790e4ea69136fab01cdf6b45220e1_full.jpg,0.0,Lyk,103582791436218657,1405161943.0,0.0,VN,51,,,,,,,
76561198154545657,3.0,1.0,Kirito,1.0,https://steamcommunity.com/profiles/76561198154545657/,https://avatars.steamstatic.com/841a51e592200e659b3987eb9086f23f5ec0fa2c_full.jpg,0.0,Run all businesses related to STEAM,103582791457516352,1410664473.0,0.0,US,WA,3961.0,,,,,,
76561198202826838,3.0,1.0,Ka1n,1.0,https://steamcommunity.com/id/kainnv/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,103582791429521408,1434788756.0,0.0,,,,,,,,,
76561198211682469,3.0,1.0,HOTGIRL,1.0,https://steamcommunity.com/id/deptrai_cogisai/,https://avatars.steamstatic.com/a0f5d2eee60d807592dc495b2bdd67fec7b979d5_full.jpg,1.0,xinh gai,103582791459583011,1439178826.0,0.0,VN,51,46506.0,Dota 2,570,,,,
76561198254716608,3.0,1.0,BinGo,1.0,https://steamcommunity.com/profiles/76561198254716608/,https://avatars.steamstatic.com/70b50a0053c7949eac8faa422499c8d76d65d805_full.jpg,0.0,,103582791429521408,1444532110.0,0.0,VN,,,,,,,,
76561198271595189,3.0,1.0,CPC,1.0,https://steamcommunity.com/id/cpc1996/,https://avatars.steamstatic.com/270526cbc8ed4bcb4db4894bc3455c0dc556846b_full.jpg,1.0,,103582791460023956,1450973818.0,0.0,CA,QC,4561.0,,,,,,
76561198277861770,2.0,1.0,Cant Stop Wont Stop,,https://steamcommunity.com/id/suckadicknig/,https://avatars.steamstatic.com/a3ef6ed5ccb4c264ab390f22fdb6dd88f74e2ed6_full.jpg,0.0,,,,,,,,,,,,,
76561198325542794,3.0,1.0,NgọcBảo,1.0,https://steamcommunity.com/id/Ngocbao2311/,https://avatars.steamstatic.com/752eb38c3b0bc6f74708ec2c3d44d00bda41edde_full.jpg,0.0,Bảo,103582791455404795,1471505490.0,0.0,VN,52,,,,,,,
76561198796663516,3.0,1.0,durrr,,https://steamcommunity.com/profiles/76561198796663516/,https://avatars.steamstatic.com/54a75cc41466433adaf88baacc747eeb0b7d6149_full.jpg,0.0,,103582791429521408,1513521650.0,0.0,,,,,,,,,
76561199418876035,3.0,1.0,Shuze,,https://steamcommunity.com/profiles/76561199418876035/,https://avatars.steamstatic.com/a0cd66b5083a07e8e2df973387a05a428801bafd_full.jpg,0.0,,103582791429521408,1666847876.0,0.0,VN,,,,,,,,
76561199439046254,3.0,1.0,shu0ku0chi100,,https://steamcommunity.com/profiles/76561199439046254/,https://avatars.steamstatic.com/f6dcda14a0efed3bb09d3d446a3eb83e918fa542_full.jpg,0.0,,103582791429521408,1669611744.0,0.0,VN,,,,,,,,
76561199439054971,3.0,1.0,tra0ga0na100,,https://steamcommunity.com/profiles/76561199439054971/,https://avatars.steamstatic.com/3c5e83a2db77f9a257adcef981323e0baa211f86_full.jpg,0.0,,103582791429521408,1669612634.0,0.0,VN,,,,,,,,
76561199439483680,3.0,1.0,shu0ku0chi102,2.0,https://steamcommunity.com/profiles/76561199439483680/,https://avatars.steamstatic.com/b999a235d1684d016d708730a597d6884f82757b_full.jpg,0.0,,103582791429521408,1669612391.0,0.0,VN,,,,,,,,
76561199514425351,3.0,1.0,ki0ta0na,,https://steamcommunity.com/profiles/76561199514425351/,https://avatars.steamstatic.com/9fe67527d35a3d5cf3207141967498a252df4675_full.jpg,0.0,,103582791429521408,1686624286.0,0.0,VN,,,,,,,,
76561197964241683,1.0,1.0,MarziL,2.0,https://steamcommunity.com/id/marshalltge/,https://avatars.steamstatic.com/a33fc53b558c33ff40fcf7d2fdc02ddbb510becf_full.jpg,0.0,,,,,,,,,,,,,
76561197965593260,3.0,1.0,Harleen Quinzel,1.0,https://steamcommunity.com/id/hyuga_hinata/,https://avatars.steamstatic.com/83c2637bd90dbbf8b8b3e3191467fc3821397c12_full.jpg,0.0,Edward,103582791430357062,1081275640.0,0.0,VN,51,,,,,,,
76561197968395667,3.0,1.0,Solio,,https://steamcommunity.com/profiles/76561197968395667/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,103582791433365972,1093019699.0,0.0,,,,,,,,,
76561197970001049,3.0,1.0,UncleDA,,https://steamcommunity.com/profiles/76561197970001049/,https://avatars.steamstatic.com/43b81906eb3b7d0957e1dbdc4b16f80264c7c9b8_full.jpg,0.0,D A Vo,103582791430006445,1099156268.0,0.0,VN,51,,,,,,,
76561197977959370,3.0,1.0,Tomm,1.0,https://steamcommunity.com/id/nobodyguard/,https://avatars.steamstatic.com/f8e8d87dd3bd218dc7ce1c6b557d30d0f054adb1_full.jpg,0.0,Matthew Tom Obituary,103582791434391876,1125976053.0,0.0,US,MA,1840.0,,,,,,
76561197986481536,3.0,1.0,fathernorms,2.0,https://steamcommunity.com/profiles/76561197986481536/,https://avatars.steamstatic.com/0341a71a288ace51b8f81692e5dd56f4b9f97bf5_full.jpg,0.0,,103582791431482649,1164966743.0,0.0,,,,,,,,,
76561197989059780,3.0,1.0,kyuk,1.0,https://steamcommunity.com/id/imastar111/,https://avatars.steamstatic.com/080f7227909cdd5b1ecf9ce21935737b41fb9e2f_full.jpg,0.0,,103582791429538047,1175074669.0,0.0,,,,,,,,,
76561197990502236,3.0,1.0,Beo,,https://steamcommunity.com/profiles/76561197990502236/,https://avatars.steamstatic.com/7b1830f31ef41d3a1583b1538a6f7ed88898f09c_full.jpg,0.0,,103582791429607392,1181575147.0,0.0,,,,,,,,,
76561197995262354,3.0,1.0,bhplong,,https://steamcommunity.com/id/bhplong/,https://avatars.steamstatic.com/e6088e48fa4125288988bc58262ce8eaadcf8ee8_full.jpg,0.0,,103582791429521408,1198665125.0,0.0,,,,,,,,,
76561197996419283,3.0,1.0,First Moba Game Match,1.0,https://steamcommunity.com/id/campersh/,https://avatars.steamstatic.com/02d1208b5b9b20e7c9f23a93dca263e248d833a3_full.jpg,0.0,,103582791463070664,1202496171.0,0.0,VN,32,46505.0,,,,,,
76561197996423858,3.0,1.0,anh1061987,,https://steamcommunity.com/profiles/76561197996423858/,https://avatars.steamstatic.com/e970f08169ba9724be5da913befe9252eda2ba70_full.jpg,0.0,,103582791430021837,1202352129.0,0.0,,,,,,,,,
76561197999350403,3.0,1.0,h3,,https://steamcommunity.com/profiles/76561197999350403/,https://avatars.steamstatic.com/7f2d2331e0e9d42cc11c90dcecea7d6b916e424c_full.jpg,0.0,Duong Trung Hieu,103582791429524891,1213875491.0,0.0,VN,51,,,,,,,
76561197999883876,3.0,1.0,JBBanhBotLoc,,https://steamcommunity.com/profiles/76561197999883876/,https://avatars.steamstatic.com/916541e4f302229c9a5aa5f1c2688d4110a8991b_full.jpg,0.0,,103582791432018392,1215824109.0,0.0,,,,,,,,,
76561198001699347,3.0,1.0,m0NESY,,https://steamcommunity.com/id/dota2vn/,https://avatars.steamstatic.com/d7016256c643aa27c1680e558868979ed97963ab_full.jpg,3.0,Tom,103582791435211302,1223553011.0,0.0,VN,13,46480.0,,,,,,
76561198002054427,3.0,1.0,OnlyC,,https://steamcommunity.com/id/onlyc/,https://avatars.steamstatic.com/61fb61b5eed2b63d7974f77980c19a547c3c99a2_full.jpg,0.0,OnlyC,103582791463311128,1224928673.0,0.0,VN,52,,,,,,,
76561198002178706,3.0,1.0,CcC,2.0,https://steamcommunity.com/profiles/76561198002178706/,https://avatars.steamstatic.com/fbbef08429c019ee908af472bf853f619bf0be56_full.jpg,1.0,,103582791429521408,1225199992.0,0.0,,,,,,,,,
76561198004855989,3.0,1.0,thequeen22,,https://steamcommunity.com/profiles/76561198004855989/,https://avatars.steamstatic.com/40cfd304eee7d93dbfee20a0729f2328ed207c9f_full.jpg,0.0,,103582791429521408,1231230596.0,0.0,,,,,,,,,
76561198009914642,3.0,1.0,nebuk,,https://steamcommunity.com/id/fuksi/,https://avatars.steamstatic.com/2d2c3dca57c529b632730c4a14afcf0606f5b6cf_full.jpg,0.0,phucie,103582791429552152,1242123084.0,0.0,FI,13,,,,,,,
76561198012516162,3.0,1.0,deleted nhảy dù,1.0,https://steamcommunity.com/id/26125217/,https://avatars.steamstatic.com/a12b872ce4752b508871f550860aa7cbb7125417_full.jpg,0.0,,103582791437991143,1249357630.0,0.0,VN,51,,,,,,,
76561198012635531,3.0,1.0,JerryC,,https://steamcommunity.com/profiles/76561198012635531/,https://avatars.steamstatic.com/a46d65d596e0ae56a210551add265c6e832a7f8a_full.jpg,0.0,,103582791432119925,1249825234.0,0.0,VN,52,,,,,,,
76561198014125572,3.0,1.0,LHMM A,1.0,https://steamcommunity.com/id/ngotiendat1234/,https://avatars.steamstatic.com/dbf3d44473595a2aba3789b85b9205440effc883_full.jpg,0.0,89,103582791434678547,1254311288.0,0.0,VN,51,,,,,,,
76561198017912139,3.0,1.0,,1.0,https://steamcommunity.com/id/MusicRadio/,https://avatars.steamstatic.com/9361c37bb063d175973e025d459c2d21bcd61c29_full.jpg,1.0,Aiden Nguyen,103582791429521408,1260673533.0,0.0,VN,52,,,,,,,
76561198022111447,3.0,1.0,DubiBuni,1.0,https://steamcommunity.com/profiles/76561198022111447/,https://avatars.steamstatic.com/ac000cc6e75cb5eda6419fae91c08f25198752e4_full.jpg,0.0,Hoang Hai Duy,103582791472288305,1268013546.0,0.0,VN,51,,,,,,,
76561198023719172,3.0,1.0,bombii,1.0,https://steamcommunity.com/id/cocailony/,https://avatars.steamstatic.com/99d66feaaee2a45124bf19bddb747247f62fda30_full.jpg,0.0,,103582791454551645,1270866087.0,0.0,,,,,,,,,
76561198027620258,1.0,1.0,,,https://steamcommunity.com/profiles/76561198027620258/,https://avatars.steamstatic.com/c72b7d8fb53bab3df7694650edc5e6029633c203_full.jpg,0.0,,,,,,,,,,,,,
76561198028215726,3.0,1.0,slashwhitesnake,,https://steamcommunity.com/id/adwdawda/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,nguyen hoang huy,103582791433331195,1280162550.0,0.0,VN,51,,,,,,,
76561198030183051,3.0,1.0,ST,,https://steamcommunity.com/id/snapsync/,https://avatars.steamstatic.com/296d9f0f5d66202869652dc5da880c39e9b0801d_full.jpg,0.0,-console -freq 240,103582791429521408,1283949566.0,0.0,DE,,,,,,,,
76561198030855702,3.0,1.0,Fly,1.0,https://steamcommunity.com/id/311019903110/,https://avatars.steamstatic.com/b3975cd0f0ce4545f672a6aa15b6f041d6f7399e_full.jpg,0.0,,103582791456250768,1285227507.0,0.0,SG,,,,,,,,
76561198032543431,3.0,1.0,raven,,https://steamcommunity.com/id/dangkhoawanhai/,https://avatars.steamstatic.com/85070ec87334d0c5abfd0566cedef0edddd709f0_full.jpg,0.0,Khoa Nguyen,103582791430533515,1288327458.0,0.0,VN,52,,,,,,,
76561198032850188,3.0,1.0,Erik,1.0,https://steamcommunity.com/id/8465875321/,https://avatars.steamstatic.com/976156c5e7653e7847a3501abe9cedb79e6b84c6_full.jpg,0.0,Nguyen Quang An,103582791435547236,1288805734.0,0.0,GB,H8,16975.0,,,,,,
76561198033658677,1.0,1.0,Tup Sum Bong,2.0,https://steamcommunity.com/id/guddywashere/,https://avatars.steamstatic.com/552e95e53fcecfb7b01b467779da0343209aebd4_full.jpg,0.0,,,,,,,,,,,,,
76561198035443425,3.0,1.0,x140,1.0,https://steamcommunity.com/id/x1cious/,https://avatars.steamstatic.com/170fe75d7a9b90ef668f71533195976aac989f4f_full.jpg,0.0,,103582791436949758,1293119797.0,0.0,MY,,,,,,,,
76561198036138795,1.0,1.0,,2.0,https://steamcommunity.com/profiles/76561198036138795/,https://avatars.steamstatic.com/1366254e8a3f50308577b281b928b8c92bea71e5_full.jpg,0.0,,,,,,,,,,,,,
76561198036220754,3.0,1.0,Qiao Feng,1.0,https://steamcommunity.com/id/Rola/,https://avatars.steamstatic.com/f60f24fc955623b8b214229426455c457a8c4ce3_full.jpg,1.0,喬峰,103582791454768642,1293944203.0,0.0,CN,30,10317.0,,,,,,
76561198037085954,2.0,1.0,Simon,,https://steamcommunity.com/profiles/76561198037085954/,https://avatars.steamstatic.com/33ffc33782a95f1198d2858d6959554a8c98f55f_full.jpg,0.0,,,,,,,,,,,,,
76561198038226514,3.0,1.0,Doping,,https://steamcommunity.com/profiles/76561198038226514/,https://avatars.steamstatic.com/62f59b2683427c7b8c058f2c5dc1916c90265070_full.jpg,0.0,,103582791431693052,1297777665.0,0.0,,,,,,,,,
76561198038704262,3.0,1.0,oceanfox,1.0,https://steamcommunity.com/profiles/76561198038704262/,https://avatars.steamstatic.com/e36e43320883f8070019321acab566534c871ad6_full.jpg,0.0,hoang minh hai,103582791431693052,1298724736.0,0.0,VN,52,,,,,,,
76561198038985866,3.0,1.0,lecorgiii,1.0,https://steamcommunity.com/id/hirohieule/,https://avatars.steamstatic.com/b03c0f2d01626a0dbf4dc3509f909fabfd6dd606_full.jpg,0.0,Hiro Hieu Le,103582791454696280,1299320218.0,0.0,AU,NSW,5038.0,,,,,,
76561198039281217,3.0,1.0,Khoakonn,2.0,https://steamcommunity.com/id/NaoKai01/,https://avatars.steamstatic.com/994f79743ea22adc33c9586d7550e40f602b0c49_full.jpg,0.0,,103582791434910931,1299982861.0,0.0,VN,51,,,,,,,
76561198039776695,3.0,1.0,HVK,,https://steamcommunity.com/profiles/76561198039776695/,https://avatars.steamstatic.com/0b25d0c7ae09b25b5b8181b3759231284797f3df_full.jpg,0.0,,103582791429521408,1301021922.0,0.0,,,,,,,,,
76561198039781534,2.0,1.0,Vihuminus,,https://steamcommunity.com/id/FXA-178/,https://avatars.steamstatic.com/985644ae9ea604fff1fe71f148f80447529717d6_full.jpg,0.0,,,,,,,,,,,,,
76561198039989959,3.0,1.0,Phamlean,,https://steamcommunity.com/id/phamlean/,https://avatars.steamstatic.com/89c4df27aa533bc3c7c29588fc923cc000c5aec5_full.jpg,0.0,Lean The Zeus,103582791431666115,1301462989.0,0.0,VN,53,,,,,,,
76561198040180952,3.0,1.0,,1.0,https://steamcommunity.com/id/BabuKelsey/,https://avatars.steamstatic.com/db6bbbb2efaa55dd73efa7c52e9265fb99b8f2d1_full.jpg,0.0,𝒦𝑒𝓁𝓈𝑒𝓎 𝒜𝓃𝒶𝓈𝓉𝒶𝓈𝒾𝒶,103582791474525529,1301813753.0,0.0,MP,,,,,,,,
76561198040365802,3.0,1.0,GhostKingGk,,https://steamcommunity.com/id/GhostKingGk/,https://avatars.steamstatic.com/f46f418463794b048be53e0ec0d1cc5cce704ac1_full.jpg,1.0,Anh,103582791431254168,1302232278.0,0.0,,,,,,,,,
76561198040533347,3.0,1.0,phongcoj,1.0,https://steamcommunity.com/id/cuocsong/,https://avatars.steamstatic.com/7d249f26b23d3a2e019e54b852f4206c525da05c_full.jpg,0.0,,103582791458821996,1302659448.0,0.0,VN,52,,,,,,,
76561198041019030,1.0,1.0,Ƹ̵̡Ӝ̵̨̄Ʒ,1.0,https://steamcommunity.com/id/cuoidat/,https://avatars.steamstatic.com/401c2bbbb2c27885cd2883f5af879089598f25b3_full.jpg,0.0,,,,,,,,,,,,,
76561198041112888,3.0,1.0,AVATAR,,https://steamcommunity.com/id/thi_mang_gia/,https://avatars.steamstatic.com/05d65c7cd65f7575d2d6e37d0f1f6d7fcd67b9c3_full.jpg,0.0,buon`,103582791431693052,1303722701.0,0.0,VN,23,,,,,,,
76561198041279707,3.0,1.0,zZZ,,https://steamcommunity.com/profiles/76561198041279707/,https://avatars.steamstatic.com/a42115fcc632f0003adc4de2757bfd6699eae3ba_full.jpg,0.0,QuangMinh,103582791432328851,1304134770.0,0.0,VN,,,,,,,,
76561198042129650,3.0,1.0,Fluxaracloud,2.0,https://steamcommunity.com/id/Fluxaradotcloud/,https://avatars.steamstatic.com/8221ce858e33d3605b473bd2c89c6830564de47c_full.jpg,0.0,Fluxara,103582791440016262,1305833181.0,0.0,EG,,,,,,,,
76561198042291778,3.0,1.0,LPG,,https://steamcommunity.com/id/drekan911/,https://avatars.steamstatic.com/dbf7dc57c2124c1ca4f63d7bf8816253963f121f_full.jpg,0.0,,103582791431410409,1306126722.0,0.0,US,TX,3577.0,,,,,,
76561198042645719,3.0,1.0,TpGaming,,https://steamcommunity.com/id/datnt202/,https://avatars.steamstatic.com/b1998b6a8fe3b4bc9ed0b53305f83b4580952286_full.jpg,0.0,Dat Nguyen Tien,103582791431693052,1306910662.0,0.0,VN,51,,,,,,,
76561198042663539,3.0,1.0,KOBRA,1.0,https://steamcommunity.com/id/vupnquang/,https://avatars.steamstatic.com/1cc344a4cf1ee7a066a251102d7e16e970f1dea4_full.jpg,0.0,,103582791434379193,1306947205.0,0.0,VN,52,,,,,,,
76561198043254733,3.0,1.0,LittleBullet,,https://steamcommunity.com/id/bobvn279/,https://avatars.steamstatic.com/26428c58c0cf9de6234ff6d82164693d177712d6_full.jpg,0.0,,103582791456235483,1308047671.0,0.0,VN,52,,,,,,,
76561198043318510,3.0,1.0,Cobra Tandinh,,https://steamcommunity.com/profiles/76561198043318510/,https://avatars.steamstatic.com/401a30bf9dea957cc173ec84cbf25b1fbdc5e652_full.jpg,0.0,Trumcuoi1972,103582791431693052,1308115694.0,0.0,VN,52,,,,,,,
