sha1_id,gid
00d575612f6a91ab88280efa1ffef4b83465dd42,25300306
00d575612f6a91ab88280efa1ffef4b83465dd42,25345164
00d575612f6a91ab88280efa1ffef4b83465dd42,25359802
00d575612f6a91ab88280efa1ffef4b83465dd42,25408609
00d575612f6a91ab88280efa1ffef4b83465dd42,25415506
00d575612f6a91ab88280efa1ffef4b83465dd42,25443417
00d575612f6a91ab88280efa1ffef4b83465dd42,25489525
00d575612f6a91ab88280efa1ffef4b83465dd42,25494844
00d575612f6a91ab88280efa1ffef4b83465dd42,25527777
00d575612f6a91ab88280efa1ffef4b83465dd42,25672477
00d575612f6a91ab88280efa1ffef4b83465dd42,25691600
00d575612f6a91ab88280efa1ffef4b83465dd42,25784437
00d575612f6a91ab88280efa1ffef4b83465dd42,25796704
00d575612f6a91ab88280efa1ffef4b83465dd42,25823885
00d575612f6a91ab88280efa1ffef4b83465dd42,25841111
00d575612f6a91ab88280efa1ffef4b83465dd42,25955457
00d575612f6a91ab88280efa1ffef4b83465dd42,26081863
00d575612f6a91ab88280efa1ffef4b83465dd42,26144647
00d575612f6a91ab88280efa1ffef4b83465dd42,26262094
00d575612f6a91ab88280efa1ffef4b83465dd42,26300556
00d575612f6a91ab88280efa1ffef4b83465dd42,26371115
00d575612f6a91ab88280efa1ffef4b83465dd42,26410284
00d575612f6a91ab88280efa1ffef4b83465dd42,26435485
00d575612f6a91ab88280efa1ffef4b83465dd42,26488029
00d575612f6a91ab88280efa1ffef4b83465dd42,26542738
00d575612f6a91ab88280efa1ffef4b83465dd42,26756900
00d575612f6a91ab88280efa1ffef4b83465dd42,26837349
00d575612f6a91ab88280efa1ffef4b83465dd42,27041073
00d575612f6a91ab88280efa1ffef4b83465dd42,27148624
00d575612f6a91ab88280efa1ffef4b83465dd42,27903800
00d575612f6a91ab88280efa1ffef4b83465dd42,28512087
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,3703047
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,4741524
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,11463788
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,12064364
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,25588535
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,25883387
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,27971017
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,28999791
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30099137
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30099268
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30099695
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30100203
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30100818
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30121930
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30123034
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30123059
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30140405
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30140533
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,30141199
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,31280850
00f6a145e2aa14203eb296d5b44001cf06bfc4c5,32901065
011115fce2fae233a8125b1ad010429b9a3dad99,3185176
011115fce2fae233a8125b1ad010429b9a3dad99,4239806
011115fce2fae233a8125b1ad010429b9a3dad99,4458711
011115fce2fae233a8125b1ad010429b9a3dad99,4786260
011115fce2fae233a8125b1ad010429b9a3dad99,5039367
011115fce2fae233a8125b1ad010429b9a3dad99,5115552
011115fce2fae233a8125b1ad010429b9a3dad99,6112039
011115fce2fae233a8125b1ad010429b9a3dad99,6201122
011115fce2fae233a8125b1ad010429b9a3dad99,6979246
011115fce2fae233a8125b1ad010429b9a3dad99,7167848
011115fce2fae233a8125b1ad010429b9a3dad99,10077269
011115fce2fae233a8125b1ad010429b9a3dad99,10188796
011115fce2fae233a8125b1ad010429b9a3dad99,10396627
011115fce2fae233a8125b1ad010429b9a3dad99,12064364
0151413ecb745ac382db6f3614a651fb1df35483,4741524
0151413ecb745ac382db6f3614a651fb1df35483,4857785
0151413ecb745ac382db6f3614a651fb1df35483,5195189
0151413ecb745ac382db6f3614a651fb1df35483,5635721
0151413ecb745ac382db6f3614a651fb1df35483,5979366
0151413ecb745ac382db6f3614a651fb1df35483,6607207
0151413ecb745ac382db6f3614a651fb1df35483,7871885
0151413ecb745ac382db6f3614a651fb1df35483,7872286
0151413ecb745ac382db6f3614a651fb1df35483,9254464
0151413ecb745ac382db6f3614a651fb1df35483,10408339
0151413ecb745ac382db6f3614a651fb1df35483,10639590
0151413ecb745ac382db6f3614a651fb1df35483,10676218
0151413ecb745ac382db6f3614a651fb1df35483,10724060
0151413ecb745ac382db6f3614a651fb1df35483,11527247
0151413ecb745ac382db6f3614a651fb1df35483,11695046
0151413ecb745ac382db6f3614a651fb1df35483,12088269
0151413ecb745ac382db6f3614a651fb1df35483,23035166
0151413ecb745ac382db6f3614a651fb1df35483,25057159
0151413ecb745ac382db6f3614a651fb1df35483,25588535
0151413ecb745ac382db6f3614a651fb1df35483,27006823
0151413ecb745ac382db6f3614a651fb1df35483,27032582
0151413ecb745ac382db6f3614a651fb1df35483,32748159
0151413ecb745ac382db6f3614a651fb1df35483,41034836
017737170edef05975e079ec5b4bf115dd84873f,554111
017737170edef05975e079ec5b4bf115dd84873f,5377070
017737170edef05975e079ec5b4bf115dd84873f,6201122
017737170edef05975e079ec5b4bf115dd84873f,6307579
017737170edef05975e079ec5b4bf115dd84873f,9343642
017737170edef05975e079ec5b4bf115dd84873f,10141695
017737170edef05975e079ec5b4bf115dd84873f,24339192
017737170edef05975e079ec5b4bf115dd84873f,25474938
017737170edef05975e079ec5b4bf115dd84873f,33392549
017737170edef05975e079ec5b4bf115dd84873f,34893669
017737170edef05975e079ec5b4bf115dd84873f,36744137
017737170edef05975e079ec5b4bf115dd84873f,38402580
017737170edef05975e079ec5b4bf115dd84873f,39610749
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,439486
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,658107
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,1226491
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,2255070
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,3739132
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,3860585
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,4264294
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,4733337
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,9312586
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,9729562
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,25786097
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,32769438
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,34310381
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,34405513
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,40242546
01c0d0cf7e4e5f699e1bdcc3f0b5def461caff0b,45101892
01c94b1c4787025979ace73f34813c77093b3e6c,434
01c94b1c4787025979ace73f34813c77093b3e6c,12455
01c94b1c4787025979ace73f34813c77093b3e6c,148845
01c94b1c4787025979ace73f34813c77093b3e6c,1528357
01c94b1c4787025979ace73f34813c77093b3e6c,3284297
01c94b1c4787025979ace73f34813c77093b3e6c,8725520
01c94b1c4787025979ace73f34813c77093b3e6c,10124637
01c94b1c4787025979ace73f34813c77093b3e6c,10639590
01c94b1c4787025979ace73f34813c77093b3e6c,12737368
01c94b1c4787025979ace73f34813c77093b3e6c,25052068
01c94b1c4787025979ace73f34813c77093b3e6c,25300306
01c94b1c4787025979ace73f34813c77093b3e6c,27190084
01c94b1c4787025979ace73f34813c77093b3e6c,27496478
01c94b1c4787025979ace73f34813c77093b3e6c,27629903
01c94b1c4787025979ace73f34813c77093b3e6c,28826170
01c94b1c4787025979ace73f34813c77093b3e6c,32264652
01c94b1c4787025979ace73f34813c77093b3e6c,32486372
01c94b1c4787025979ace73f34813c77093b3e6c,33985583
01c94b1c4787025979ace73f34813c77093b3e6c,35306100
01c94b1c4787025979ace73f34813c77093b3e6c,36586905
01c94b1c4787025979ace73f34813c77093b3e6c,36626534
01c94b1c4787025979ace73f34813c77093b3e6c,37609319
01c94b1c4787025979ace73f34813c77093b3e6c,39091816
01c94b1c4787025979ace73f34813c77093b3e6c,42392173
02028059a4030af764b537d8fedf234bc212b1e3,5452
02028059a4030af764b537d8fedf234bc212b1e3,590561
02028059a4030af764b537d8fedf234bc212b1e3,746716
02028059a4030af764b537d8fedf234bc212b1e3,3952636
02028059a4030af764b537d8fedf234bc212b1e3,4128336
02028059a4030af764b537d8fedf234bc212b1e3,4158188
02028059a4030af764b537d8fedf234bc212b1e3,4264294
02028059a4030af764b537d8fedf234bc212b1e3,4376531
02028059a4030af764b537d8fedf234bc212b1e3,4458711
02028059a4030af764b537d8fedf234bc212b1e3,5946196
02028059a4030af764b537d8fedf234bc212b1e3,25339077
02028059a4030af764b537d8fedf234bc212b1e3,30274758
02028059a4030af764b537d8fedf234bc212b1e3,30702927
02028059a4030af764b537d8fedf234bc212b1e3,31734425
02028059a4030af764b537d8fedf234bc212b1e3,32790954
02028059a4030af764b537d8fedf234bc212b1e3,35216938
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,3381077
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,4264294
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,4949789
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,5474294
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,8729288
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,12059712
022dd2328fcb207e6204d84bb8c69ac94d8ddac4,45164767
02b24b5ae9135b708cba942953c3c589124c8d35,2807443
032f05f12ab8eb4f3dca5b6411d4159ae1523468,3703047
032f05f12ab8eb4f3dca5b6411d4159ae1523468,3952794
032f05f12ab8eb4f3dca5b6411d4159ae1523468,37943135
033bccfa0379687962fa2bb9a64086ff6feb3267,9136732
033bccfa0379687962fa2bb9a64086ff6feb3267,25094140
033bccfa0379687962fa2bb9a64086ff6feb3267,25337224
034ef9e2a939221dc2332afb2a84c404bb671e01,4857785
034ef9e2a939221dc2332afb2a84c404bb671e01,9792879
034ef9e2a939221dc2332afb2a84c404bb671e01,10158341
034ef9e2a939221dc2332afb2a84c404bb671e01,23428213
034ef9e2a939221dc2332afb2a84c404bb671e01,23683168
034ef9e2a939221dc2332afb2a84c404bb671e01,23850367
034ef9e2a939221dc2332afb2a84c404bb671e01,26756900
034ef9e2a939221dc2332afb2a84c404bb671e01,29149404
034ef9e2a939221dc2332afb2a84c404bb671e01,29185703
034ef9e2a939221dc2332afb2a84c404bb671e01,34590124
034ef9e2a939221dc2332afb2a84c404bb671e01,35040278
034ef9e2a939221dc2332afb2a84c404bb671e01,35590176
034ef9e2a939221dc2332afb2a84c404bb671e01,36347973
034ef9e2a939221dc2332afb2a84c404bb671e01,38924877
034ef9e2a939221dc2332afb2a84c404bb671e01,39222591
035611807312f3e4699ed93e321ae1a3982ade2c,7026289
035f1a5647f5c9ac2553a78ea058b63faf5c4e18,8328525
035f1a5647f5c9ac2553a78ea058b63faf5c4e18,45164767
0371230bc6adb6bb862eae7fa5cdab05628659fd,3544065
0371230bc6adb6bb862eae7fa5cdab05628659fd,4458711
0371230bc6adb6bb862eae7fa5cdab05628659fd,6112039
0371230bc6adb6bb862eae7fa5cdab05628659fd,8388839
0371230bc6adb6bb862eae7fa5cdab05628659fd,8675766
0371230bc6adb6bb862eae7fa5cdab05628659fd,8725520
0371230bc6adb6bb862eae7fa5cdab05628659fd,9041521
0371230bc6adb6bb862eae7fa5cdab05628659fd,9630062
0371230bc6adb6bb862eae7fa5cdab05628659fd,10466160
0371230bc6adb6bb862eae7fa5cdab05628659fd,11385116
0371230bc6adb6bb862eae7fa5cdab05628659fd,11683421
0371230bc6adb6bb862eae7fa5cdab05628659fd,11814497
0371230bc6adb6bb862eae7fa5cdab05628659fd,27954182
0371230bc6adb6bb862eae7fa5cdab05628659fd,30493300
0371230bc6adb6bb862eae7fa5cdab05628659fd,36120704
0371230bc6adb6bb862eae7fa5cdab05628659fd,38365286
0383563be04d3ecdf04b24f21c98fb4f95dfbf50,3809787
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,235953
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,554109
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,554111
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,708844
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,1053760
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,1620069
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,2376103
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,2533667
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,2734810
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3185176
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3229727
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3383005
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3705044
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3800356
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3871146
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3949753
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3949769
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952699
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952721
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952725
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952757
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952769
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952782
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952783
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952816
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952866
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952868
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952877
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952878
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952907
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3952964
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953030
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953078
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953083
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953084
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953157
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953159
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953196
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953307
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953431
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953458
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953510
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953514
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953537
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953562
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953692
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953722
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953731
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953807
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953851
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953860
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3953865
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3954339
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3954586
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3954623
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3954840
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,3955136
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4008416
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4045763
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4086194
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4157096
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4158188
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4194812
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4329286
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458450
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458549
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458555
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458711
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458713
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4458908
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4459251
03a2248b6b8e8e8902ac60bfd6e6e09003f7fe21,4460230
