source,target,weight
76561198037085952,76561198179724192,1.0
76561198042645712,76561198115754240,1.0
76561198130809456,76561198833987536,1.0
76561198197856432,76561198204667264,1.0
76561198086812784,76561198206161808,1.0
76561198064278176,76561198131135056,1.0
76561198051547072,76561198106327680,1.0
76561198100652320,76561198331380640,1.0
76561198324023888,76561198393371728,1.0
76561198101787584,76561198150177648,1.0
76561198015170896,76561198195053744,1.0
76561198146206672,76561198167001488,1.0
76561198142022688,76561198427491312,1.0
76561198030183056,76561199439054976,1.0
76561198023719168,76561198075917104,1.0
76561198077470416,76561198199854272,1.0
76561197963274896,76561198149966592,1.0
76561198071948544,76561198128182448,1.0
76561198091402976,76561198811329792,1.0
76561198143589024,76561198177263264,1.0
76561198076835776,76561198099114240,1.0
76561198015533584,76561198213730800,1.0
76561198040701856,76561198156714864,1.0
76561198138992736,76561198275212320,1.0
76561198042645712,76561198103677536,1.0
76561198064278176,76561198850810256,1.0
76561198013471472,76561198197856432,1.0
76561198145849840,76561198162569376,1.0
76561198211682464,76561198300655360,1.0
76561198138576720,76561198180762240,1.0
76561198090689216,76561198127737968,1.0
76561198198940352,76561198256822720,1.0
76561197999350400,76561198058747872,1.0
76561198220496544,76561198318081104,1.0
76561198207641200,76561198841349808,1.0
76561198081066464,76561198198833232,1.0
76561198325542800,76561198384212512,1.0
76561198225552704,76561198290555744,1.0
76561198048281648,76561198095988128,1.0
76561198214747360,76561198251703392,1.0
76561198061911360,76561198064278176,1.0
76561198061448688,76561198116364576,1.0
76561198139271488,76561198143693712,1.0
76561198012516160,76561198425844064,1.0
76561198352314192,76561199090065296,1.0
76561198050868112,76561198256121856,1.0
76561198030230112,76561198116543216,1.0
76561198041112896,76561198347397296,1.0
76561198284444960,76561198315020144,1.0
76561198096205728,76561198119939616,1.0
76561198251703392,76561198301762544,1.0
76561198032543424,76561198091402976,1.0
76561198074673296,76561198291164464,1.0
76561198099407568,76561198981331040,1.0
76561198096079552,76561198264828480,1.0
76561198077281440,76561198224374256,1.0
76561198142441200,76561198181034656,1.0
76561198064066160,76561198138688032,1.0
76561198089386400,76561198148122560,1.0
76561198096879472,76561199029134240,1.0
