source,target,weight
76561198107096080,76561198134712352,1.0
76561198084623792,76561198114243776,1.0
76561198039394944,76561198096354240,1.0
76561198050826768,76561198123184432,1.0
76561198114794496,76561198169961088,1.0
76561198091572480,76561198159445712,1.0
76561198049091248,76561198207641200,1.0
76561198023719168,76561198036006400,1.0
76561198050585264,76561198190046752,1.0
76561198133988112,76561198138281472,1.0
76561198128182448,76561199215293952,1.0
76561198152562992,76561198195614480,1.0
76561198112184784,76561198324023888,1.0
76561198034450400,76561198276059744,1.0
76561198097766176,76561198989850560,1.0
76561198116364576,76561198448983024,1.0
76561198040701856,76561198158947008,1.0
76561198307951872,76561198796663520,1.0
76561198089395072,76561198162569376,1.0
76561198114219712,76561198244108288,1.0
76561198076766560,76561198116624352,1.0
76561198027542976,76561198156464192,1.0
76561198190720224,76561198306530496,1.0
76561198053960192,76561198211721920,1.0
76561197991333408,76561198320470048,1.0
76561198136090944,76561198278005888,1.0
76561198266113712,76561198403534736,1.0
76561198099329232,76561198257013264,1.0
76561198143631584,76561198448983024,1.0
76561198044634640,76561198209415232,1.0
76561198096079552,76561198240038752,1.0
76561198076829248,76561198088167984,1.0
76561198024756768,76561198252936800,1.0
76561198165343776,76561198315701408,1.0
76561198091402976,76561198307217312,1.0
76561198096879472,76561198114794496,1.0
76561198064278176,76561198129386272,1.0
76561197991465920,76561198112184784,1.0
76561198153090384,76561198167033136,1.0
76561198013657760,76561198317262496,1.0
76561198001240496,76561198040157664,1.0
76561198012049408,76561198137827696,1.0
76561197999883872,76561198061911360,1.0
76561198125897120,76561198135543200,1.0
76561198100664960,76561198404780144,1.0
76561197972235760,76561198236428720,1.0
76561198077143824,76561198129141296,1.0
76561198083747120,76561198318081104,1.0
76561197965593264,76561198120037344,1.0
76561198036006400,76561198158988224,1.0
76561198106900752,76561198125157248,1.0
76561198092107152,76561198352314192,1.0
76561198012049408,76561198145849840,1.0
76561198258009792,76561198309019440,1.0
76561198042663536,76561198162569376,1.0
76561198125982848,76561198304695120,1.0
76561198072882064,76561198186829488,1.0
76561198038704256,76561198204968512,1.0
76561197996423856,76561198112155440,1.0
76561198144414144,76561198196583952,1.0
76561198032168448,76561198240038752,1.0
76561198005994544,76561198274397856,1.0
76561198252343168,76561198403534736,1.0
76561198065253696,76561198075265008,1.0
76561198076835776,76561198078659280,1.0
76561198089386400,76561198267017968,1.0
76561198245354624,76561198354414704,1.0
76561198084016608,76561198211721920,1.0
76561198013657760,76561198305887648,1.0
76561198274162432,76561199015041104,1.0
76561198062941280,76561198404780144,1.0
76561198082810048,76561198404815392,1.0
76561198163183216,76561198198940352,1.0
76561198090689216,76561198170587344,1.0
76561198061116896,76561198267889536,1.0
76561198146706032,76561198272741584,1.0
76561198308186832,76561199095656448,1.0
76561198035443424,76561198257188592,1.0
76561198044253568,76561198054083536,1.0
76561198304572048,76561198346800368,1.0
76561198199854272,76561198246436576,1.0
76561198046906864,76561198048697456,1.0
76561197965593264,76561198134687728,1.0
76561198243434800,76561198308643456,1.0
76561198141387424,76561198230819648,1.0
76561198054803936,76561198297349808,1.0
76561198162224304,76561198202554432,1.0
76561198202386304,76561198268417440,1.0
76561198083350928,76561198326212912,1.0
76561198066980800,76561198275947376,1.0
76561198136626576,76561198162569376,1.0
76561198261190560,76561198977770336,1.0
76561198149966592,76561198245504896,1.0
76561198142441200,76561198274162432,1.0
76561198036220752,76561198230819648,1.0
76561198191266224,76561198199712960,1.0
76561198105087312,76561198307217312,1.0
76561198025073872,76561198193208384,1.0
76561198044950800,76561198324023888,1.0
76561198161230160,76561198195614480,1.0
76561198027793648,76561198189145696,1.0
76561198066534432,76561198075370208,1.0
76561198126390080,76561198138224832,1.0
76561198145849840,76561198309427184,1.0
76561198072593536,76561198286136032,1.0
76561198016895904,76561198051329824,1.0
76561198115754240,76561198167001488,1.0
76561198177263264,76561198298601568,1.0
76561198083350928,76561198267889536,1.0
76561198066534432,76561198127339648,1.0
76561198036220752,76561198067340624,1.0
76561198201420640,76561198204143888,1.0
76561197973430880,76561198075400848,1.0
76561198041279712,76561198819814272,1.0
76561198081066464,76561198132321056,1.0
76561198047676496,76561198291164464,1.0
76561198026241792,76561198119939616,1.0
76561198041279712,76561198347475200,1.0
76561198149857424,76561198250590288,1.0
76561198117862592,76561198162634224,1.0
76561198061330848,76561198255495856,1.0
76561198158060576,76561198956485648,1.0
76561198050991952,76561198207712112,1.0
76561198066834080,76561198136090944,1.0
76561198244108288,76561198358954448,1.0
76561198103126464,76561198404780144,1.0
76561198193016752,76561198201420640,1.0
76561198043675200,76561198309427184,1.0
76561198043675200,76561198295186480,1.0
76561198100664960,76561198252343168,1.0
76561198123893344,76561198833987536,1.0
76561198152626272,76561198312615152,1.0
76561198239166016,76561198403534736,1.0
76561198062653680,76561198096079552,1.0
76561198084016608,76561198287963968,1.0
76561198065368704,76561198107559024,1.0
76561198006395184,76561198080178528,1.0
76561198101787584,76561198403301760,1.0
76561198038704256,76561198062653680,1.0
76561198113692608,76561198133396496,1.0
76561198142022688,76561198425844064,1.0
76561197990502240,76561198205888432,1.0
76561198121823696,76561198170974336,1.0
76561198127339648,76561198144546672,1.0
76561198149601664,76561198415544912,1.0
76561198075343248,76561198123893344,1.0
76561198081433312,76561198134909728,1.0
76561198136090944,76561198256121856,1.0
76561198038985872,76561198169866208,1.0
76561198168969776,76561198258826112,1.0
76561198061857184,76561198841349808,1.0
76561198100664960,76561198127644112,1.0
76561198142441200,76561198956485648,1.0
76561198143631584,76561198148071760,1.0
76561198077059776,76561198265281760,1.0
76561198012516160,76561198352314192,1.0
76561198119943584,76561198180762240,1.0
76561198258927792,76561198287963968,1.0
76561198169257424,76561198219690144,1.0
76561198012049408,76561198284843440,1.0
76561198050086064,76561198266303296,1.0
76561198256675360,76561198423592992,1.0
76561198057059312,76561198132156480,1.0
76561198277426960,76561198317262496,1.0
76561197963422592,76561198038253568,1.0
76561198037085952,76561198061798496,1.0
76561198211682464,76561198393371728,1.0
76561198022194576,76561198091402976,1.0
76561198012516160,76561199066354656,1.0
76561198058747872,76561198089386400,1.0
76561198191266224,76561199095656448,1.0
76561198111120368,76561198316333984,1.0
76561198101199152,76561198370327024,1.0
76561197986481536,76561198122667872,1.0
76561198116477360,76561198128283344,1.0
76561198068975520,76561198197856432,1.0
76561198122667872,76561198295222384,1.0
76561198149831456,76561198195614480,1.0
76561198085488704,76561198096879472,1.0
76561198165343776,76561198258826112,1.0
76561198030230112,76561198093189376,1.0
76561198121321552,76561198273060320,1.0
76561197999883872,76561198267017968,1.0
76561198099249696,76561199439483680,1.0
76561198220261312,76561198398353984,1.0
76561198076835776,76561198127644112,1.0
76561198041531552,76561198107670832,1.0
76561198188686224,76561198309019440,1.0
76561198024756768,76561198105521152,1.0
76561198111120368,76561198308643456,1.0
76561198144503904,76561198148122560,1.0
76561198273767696,76561199483998176,1.0
76561197990502240,76561198123893344,1.0
76561198077186688,76561198191784480,1.0
76561198129452784,76561198137240368,1.0
76561198309047488,76561198309866176,1.0
76561198036138800,76561198074780112,1.0
76561198135667824,76561198292437920,1.0
76561198114243776,76561198284843440,1.0
76561198032850192,76561198193208384,1.0
76561198202563968,76561198304002624,1.0
76561198088110736,76561198113720720,1.0
76561198076657424,76561198254944336,1.0
76561198149244224,76561198280714304,1.0
76561198089395072,76561198132709408,1.0
76561198287677184,76561198322750656,1.0
76561198151783392,76561198157250096,1.0
76561198115754240,76561198273297936,1.0
76561198074126736,76561198158550080,1.0
76561198147928688,76561198173042928,1.0
76561198169257424,76561198220261312,1.0
76561198185160496,76561198293668368,1.0
76561198037085952,76561198160587920,1.0
76561198127644112,76561198146706032,1.0
76561198043318512,76561198116685136,1.0
76561198207641200,76561198255414272,1.0
76561198124627152,76561198173906992,1.0
76561198307865344,76561198802359888,1.0
76561198029237376,76561198277861776,1.0
76561198166650000,76561198309386080,1.0
76561198153158512,76561198309866176,1.0
76561197971439216,76561198078881344,1.0
76561198075730160,76561198142157040,1.0
76561198043675200,76561198096244480,1.0
76561198085011808,76561198173906992,1.0
76561198046070624,76561198097940160,1.0
76561198172168544,76561198423592992,1.0
76561198142022688,76561198299665200,1.0
76561198067558048,76561198078659280,1.0
76561198135667824,76561198168969776,1.0
76561198203499456,76561198301474096,1.0
76561198077886336,76561198275194736,1.0
76561198129386272,76561198141402352,1.0
76561198198565792,76561198274372320,1.0
76561198078659280,76561198419185760,1.0
76561198162148144,76561198219690144,1.0
76561198092577648,76561198254739488,1.0
76561198049332784,76561198258927792,1.0
76561198158988224,76561198166574752,1.0
76561197996800224,76561198032543424,1.0
76561198131835472,76561198237968864,1.0
76561198146682496,76561198281516240,1.0
76561198082792608,76561198200352016,1.0
76561198132321056,76561198177393360,1.0
76561198240038752,76561198281791984,1.0
76561198061068080,76561198202612000,1.0
76561198030230112,76561198032539680,1.0
76561198059309392,76561198061377664,1.0
76561198258009792,76561198260954480,1.0
76561198048958512,76561198132659168,1.0
76561198157183824,76561198995974704,1.0
76561198151100112,76561198850810256,1.0
76561198161512768,76561198216467616,1.0
76561198148304688,76561198257013264,1.0
76561198048805984,76561198102522480,1.0
76561198126790384,76561198254762896,1.0
76561198074371856,76561198105087312,1.0
76561198128283344,76561198157492512,1.0
76561198113625888,76561198273873728,1.0
76561198151100112,76561198164681760,1.0
76561198043254736,76561198156445728,1.0
76561198132321056,76561198419185760,1.0
76561198198833232,76561198261032304,1.0
76561198142157040,76561198268117520,1.0
76561198273873728,76561198448983024,1.0
76561198184620976,76561198203851360,1.0
76561197973430880,76561197990502240,1.0
76561198002178704,76561198094984544,1.0
76561197977959376,76561198151100112,1.0
76561198044974480,76561198384212512,1.0
76561198154291408,76561198255414272,1.0
76561198071696864,76561198117311232,1.0
76561198213730800,76561198293303696,1.0
76561198106179008,76561198136626576,1.0
76561198112834208,76561198217331056,1.0
76561197999883872,76561198022194576,1.0
76561198048697456,76561198168578560,1.0
76561198074573376,76561198284313152,1.0
76561198080869472,76561198160587920,1.0
76561198116624352,76561198162784288,1.0
76561198146706032,76561198419185760,1.0
76561198127646576,76561198245382704,1.0
76561197979158608,76561198107802320,1.0
76561198132321056,76561199031443984,1.0
76561198060495936,76561198346202880,1.0
76561198142069968,76561198176156736,1.0
76561198076021264,76561198127339648,1.0
76561198060495936,76561198081066464,1.0
76561198000734960,76561198042291776,1.0
76561198191266224,76561198207641200,1.0
76561198039989952,76561198040546512,1.0
76561198130409536,76561198131097792,1.0
76561198089770880,76561198134549616,1.0
76561198240094064,76561198426316000,1.0
76561198133619136,76561198350768016,1.0
76561198106179008,76561198204968512,1.0
76561198214747360,76561198273060320,1.0
76561198169257424,76561198194306832,1.0
76561198048958512,76561198100571200,1.0
76561198381302192,76561199017348656,1.0
76561198256822720,76561199441408768,1.0
76561198042905312,76561198126090880,1.0
76561197996423856,76561198074780112,1.0
76561198073826752,76561198384212512,1.0
76561198084623792,76561198140459440,1.0
76561198227232752,76561198250571328,1.0
76561198084623792,76561198393783632,1.0
76561198049331152,76561198086812784,1.0
76561198061448688,76561198216467616,1.0
76561197977959376,76561198064425504,1.0
76561198086869456,76561198282157056,1.0
76561198354942096,76561198850810256,1.0
76561197968395664,76561198120037344,1.0
76561198026654432,76561198145849840,1.0
76561198055997984,76561198137827696,1.0
76561198030183056,76561198061911360,1.0
76561197979705472,76561198303687120,1.0
76561198023037280,76561198448983024,1.0
76561198308186832,76561198331942672,1.0
76561198137827696,76561198423592992,1.0
76561198096079552,76561198121239120,1.0
76561198025073872,76561198097715216,1.0
76561198040701856,76561198096079552,1.0
76561198044974480,76561198116685136,1.0
76561198071948544,76561198177393360,1.0
76561198037085952,76561198075917104,1.0
76561198080670016,76561198094999488,1.0
76561198123893344,76561198131835472,1.0
76561198039281216,76561198217029744,1.0
76561198055997984,76561198145849840,1.0
76561198067558048,76561198123069488,1.0
76561198133396496,76561198259640256,1.0
76561197996423856,76561198096879472,1.0
76561198111120368,76561198132321056,1.0
76561198090648880,76561198273060320,1.0
76561198099984256,76561198278005888,1.0
76561198207641200,76561198403301760,1.0
76561198107124832,76561198122143424,1.0
76561198162569376,76561199418876032,1.0
76561198067558048,76561198127644112,1.0
76561198152856288,76561198207412512,1.0
76561198177393360,76561198347702224,1.0
76561198062038272,76561198211682464,1.0
76561198071948544,76561198419185760,1.0
76561198082652768,76561198150239824,1.0
76561198141985936,76561198202585088,1.0
76561198033944592,76561198089059952,1.0
76561198022194576,76561198113419424,1.0
76561198092069472,76561198132659168,1.0
76561198042663536,76561198977770336,1.0
76561198012635536,76561198270029120,1.0
76561198061911360,76561198275947376,1.0
76561198162148144,76561198330001072,1.0
76561197977959376,76561198287963968,1.0
76561198120037344,76561199439483680,1.0
76561198044077008,76561198121823696,1.0
76561198032168448,76561198121239120,1.0
76561198038704256,76561198122667872,1.0
76561198403534736,76561198989850560,1.0
76561198020833088,76561198352291088,1.0
76561198046175136,76561198139880656,1.0
76561198086812784,76561198148071760,1.0
76561198266113712,76561198330001072,1.0
76561198130409536,76561198185160496,1.0
76561198075917104,76561198448983024,1.0
76561197988349616,76561198152562992,1.0
76561198113419424,76561198240038752,1.0
76561198284843440,76561198295222384,1.0
76561198099213312,76561198161551456,1.0
76561198390372160,76561199483998176,1.0
76561198109776032,76561198200352016,1.0
76561198060495936,76561198295186480,1.0
76561198109139328,76561198143589024,1.0
76561197964241680,76561197965593264,1.0
76561198127339648,76561198197030144,1.0
76561198041531552,76561198388443216,1.0
76561198219690144,76561199129536320,1.0
76561198084623792,76561198310807616,1.0
76561198277929264,76561198364737504,1.0
76561198047045664,76561198273767696,1.0
76561198074371856,76561198144503904,1.0
76561198044895792,76561199107402112,1.0
76561198202826832,76561198245354624,1.0
76561198061330848,76561198262217104,1.0
76561198081066464,76561198107124832,1.0
76561198134687728,76561198207913008,1.0
76561198162224304,76561198238856304,1.0
76561198067558048,76561198075730160,1.0
76561198146706032,76561198270029120,1.0
76561198045175888,76561198122924832,1.0
76561198077470416,76561198167033136,1.0
76561198278559200,76561198294883632,1.0
76561198122830944,76561198133396496,1.0
76561198218885936,76561198299665200,1.0
76561198074126736,76561198110966192,1.0
76561198114219712,76561198137129648,1.0
76561198044634640,76561198294883632,1.0
76561198074780112,76561198076657424,1.0
76561198144546672,76561198189241728,1.0
76561198118306112,76561198137129648,1.0
76561198067558048,76561198122143424,1.0
76561198034450400,76561198406797280,1.0
76561198036138800,76561198040157664,1.0
76561198061041936,76561198109139328,1.0
76561198097940160,76561198278295088,1.0
76561198022194576,76561198315701408,1.0
76561198275947376,76561198347397296,1.0
76561198024756768,76561198040196080,1.0
76561198134815728,76561198199434192,1.0
76561198110181824,76561198116364576,1.0
76561198076835776,76561198862592000,1.0
76561198124322656,76561198272204624,1.0
76561198081839840,76561198149601664,1.0
76561198042663536,76561198131097792,1.0
76561198138576720,76561198156086032,1.0
76561198105504976,76561198120037344,1.0
76561198148786032,76561198290555744,1.0
76561198170587344,76561198259640256,1.0
76561198013657760,76561198188619520,1.0
76561198080259728,76561198093581648,1.0
76561197996419280,76561198099114240,1.0
76561198043318512,76561198081281472,1.0
76561197994419072,76561198076657424,1.0
76561198041863168,76561198139957760,1.0
76561198064787328,76561198066876320,1.0
76561198116602016,76561198152647072,1.0
76561198014125568,76561198091402976,1.0
76561198291701456,76561198423592992,1.0
76561198076835776,76561198378193040,1.0
76561198103707072,76561198160622544,1.0
76561198093810736,76561198190034720,1.0
76561198013471472,76561198135718176,1.0
76561198157250096,76561198296322752,1.0
76561198117151904,76561198257791712,1.0
76561198115785440,76561198254446752,1.0
76561198135993152,76561198281791984,1.0
76561198043318512,76561198161198784,1.0
76561198044974480,76561198161512768,1.0
76561198116980096,76561198120037344,1.0
76561198020115024,76561198076265584,1.0
76561198100652320,76561198120037344,1.0
76561198082824176,76561198203851360,1.0
76561197989059776,76561198132659168,1.0
76561198073807904,76561198296546160,1.0
76561198062653680,76561198138224832,1.0
76561198121242752,76561198293668368,1.0
76561198415544912,76561199439054976,1.0
76561197968395664,76561198841349808,1.0
76561198250571328,76561199095656448,1.0
76561198061116896,76561198204968512,1.0
76561198103126464,76561198185109024,1.0
76561198014125568,76561198032539680,1.0
76561198096354240,76561198397346112,1.0
76561198084016608,76561198132659168,1.0
76561198053289904,76561198094984544,1.0
76561198216467616,76561198324023888,1.0
76561198112384000,76561198352314192,1.0
76561197996423856,76561198071948544,1.0
76561198139949936,76561198204968512,1.0
76561198109376976,76561198118508048,1.0
76561198039776688,76561198042151344,1.0
76561198046906864,76561198142157040,1.0
76561198230819648,76561198862545040,1.0
76561198096879472,76561198128314896,1.0
76561198043254736,76561198164681760,1.0
76561198041112896,76561198144874880,1.0
76561197999101136,76561198144247568,1.0
76561198079207168,76561198415544912,1.0
76561198049332784,76561198136351456,1.0
76561198132709408,76561198133396496,1.0
76561197993112800,76561198354183616,1.0
76561198037394368,76561198336867024,1.0
76561198120803136,76561198123184432,1.0
76561198074780112,76561198279187968,1.0
76561198122143424,76561198174051984,1.0
76561197979158608,76561198060765936,1.0
76561198158233808,76561199124905696,1.0
76561198071923840,76561198274397856,1.0
76561198080178528,76561198147910576,1.0
76561198567335472,76561199066141120,1.0
76561198115754240,76561198303927568,1.0
76561198205139472,76561198243434800,1.0
76561198093234016,76561198301474096,1.0
76561198068975520,76561198076094048,1.0
76561198006395184,76561198230819648,1.0
76561198077186688,76561198156445728,1.0
76561197987358848,76561198308617872,1.0
76561198046070624,76561198292437920,1.0
76561198066735248,76561198201420640,1.0
76561198036006400,76561199066354656,1.0
76561198157250096,76561198178463200,1.0
76561197999800512,76561198258606560,1.0
76561198057789472,76561199015041104,1.0
76561198099329232,76561198354414704,1.0
76561198278732720,76561198325542800,1.0
76561198081924544,76561198352314192,1.0
76561198081839840,76561198097766176,1.0
76561198090689216,76561198128283344,1.0
76561198134712352,76561198203851360,1.0
76561198113559008,76561198448983024,1.0
76561198110224816,76561198287974624,1.0
76561198123184432,76561198850810256,1.0
76561197987815568,76561198137240368,1.0
76561198046175136,76561198064278176,1.0
76561198202893184,76561198221392160,1.0
76561198042291776,76561198078659280,1.0
76561198139949936,76561198149601664,1.0
76561198117151904,76561198142702576,1.0
76561198061041936,76561198152626272,1.0
76561198012516160,76561198061911360,1.0
76561198133750048,76561198144257536,1.0
76561198125504880,76561198448983024,1.0
76561198157250096,76561198286136032,1.0
76561198204868832,76561198214932672,1.0
76561198045324496,76561198084342784,1.0
76561198085011808,76561198920359600,1.0
76561198093671808,76561198116364576,1.0
76561198002054432,76561198347397296,1.0
76561198065188016,76561198101920192,1.0
76561198077143824,76561198419185760,1.0
76561198042291776,76561198404780144,1.0
76561198135673824,76561198220388288,1.0
76561198112155440,76561198142157040,1.0
76561198136626576,76561198185160496,1.0
76561198092069472,76561198105521152,1.0
76561197991071920,76561198081763376,1.0
76561198105087312,76561198178518336,1.0
76561198116477360,76561198278559200,1.0
76561198284961328,76561198289493056,1.0
76561198250590288,76561198284313152,1.0
76561198037085952,76561198061041936,1.0
76561198078393632,76561198286136032,1.0
76561198071696864,76561198148652208,1.0
76561198044443104,76561198308643456,1.0
76561198021741552,76561198201420640,1.0
76561198080670016,76561198179724192,1.0
76561198077143824,76561198151793600,1.0
76561198040180960,76561198136674816,1.0
76561198089770880,76561198149886928,1.0
76561198076624640,76561198189387184,1.0
76561198104009408,76561198131135056,1.0
76561198127737968,76561198291164464,1.0
76561198186829488,76561198281884608,1.0
76561198028215728,76561198212434304,1.0
76561198136233088,76561198180356592,1.0
76561198152623440,76561198276059744,1.0
76561198061911360,76561198227232752,1.0
76561198066735248,76561198309866176,1.0
76561198012049408,76561198035443424,1.0
76561198081066464,76561198150960096,1.0
76561198148071760,76561198214932672,1.0
76561198099329232,76561198137215168,1.0
76561198267271216,76561198445964608,1.0
76561198267889536,76561198404780144,1.0
76561198143589024,76561198347475200,1.0
76561198116179312,76561198117708448,1.0
76561198027777680,76561198143671264,1.0
76561198110966192,76561198257188592,1.0
76561198148122560,76561198195828352,1.0
76561198055997984,76561198186829488,1.0
76561198198991360,76561198309386080,1.0
76561198148652208,76561198325542800,1.0
76561198196068976,76561198277861776,1.0
76561198105504976,76561198280182304,1.0
76561198075917104,76561198105504976,1.0
76561197970359088,76561198281791984,1.0
76561198282157056,76561198404815392,1.0
76561198030230112,76561198136615904,1.0
76561198117311232,76561198257188592,1.0
76561197965593264,76561198053677120,1.0
76561198121823696,76561198198833232,1.0
76561198114219712,76561198133396496,1.0
76561198060765936,76561198204968512,1.0
76561198049331152,76561198157183824,1.0
76561198009979328,76561198321987888,1.0
76561198100652320,76561198280182304,1.0
76561198188686224,76561198263003984,1.0
76561197972352848,76561198119943584,1.0
76561198046175136,76561198073826752,1.0
76561198073028784,76561198141387424,1.0
76561197977234592,76561198020833088,1.0
76561198067558048,76561198378193040,1.0
76561198177263264,76561198274953968,1.0
76561198009914640,76561198022194576,1.0
76561197972235760,76561198198479536,1.0
76561198107096080,76561198118430976,1.0
76561198047909248,76561198143589024,1.0
76561198016277536,76561198258606560,1.0
76561198096627680,76561198176587456,1.0
76561197976576384,76561198320990048,1.0
76561198024756768,76561198346202880,1.0
76561198094820480,76561198202563968,1.0
76561198117137728,76561198135993152,1.0
76561198130898368,76561198346202880,1.0
76561197987815568,76561198033707824,1.0
76561198273060320,76561199029134240,1.0
76561198238856304,76561198354942096,1.0
76561198042645712,76561198078659280,1.0
76561198079207168,76561198390055872,1.0
76561198176156736,76561198296546160,1.0
76561198284313152,76561198290906192,1.0
76561198047614016,76561198122143424,1.0
76561198970315792,76561199215293952,1.0
76561198042291776,76561198252343168,1.0
76561198181619632,76561198257791712,1.0
76561198085018192,76561198136626576,1.0
76561198117151904,76561198159851376,1.0
76561198228283616,76561198315701408,1.0
76561198143631584,76561198292437920,1.0
76561198303781728,76561198304572048,1.0
76561198047718720,76561198158233808,1.0
76561198104009408,76561198308186832,1.0
76561198065837584,76561198366145984,1.0
76561197979705472,76561199439483680,1.0
76561198190034720,76561198195614480,1.0
76561198074673296,76561198448983024,1.0
76561197999883872,76561198162569376,1.0
76561198148786032,76561198981331040,1.0
76561198004855984,76561198048697456,1.0
76561197963422592,76561199514425344,1.0
76561197963422592,76561198112250256,1.0
76561197977959376,76561198819277696,1.0
76561198050281888,76561198104242304,1.0
76561198237968864,76561198255902160,1.0
76561198110224816,76561198122224128,1.0
76561198061377664,76561198253979168,1.0
76561198074126736,76561198127169600,1.0
76561197985959984,76561198192854064,1.0
76561198094608736,76561198128182448,1.0
76561198135993152,76561199190359232,1.0
76561197970001056,76561198309866176,1.0
76561198023719168,76561198291164464,1.0
76561198061798496,76561199015041104,1.0
76561198071948544,76561198131135056,1.0
76561197964782864,76561199107402112,1.0
76561198026654432,76561198117151904,1.0
76561198130553264,76561198131835472,1.0
76561198038110080,76561198084992992,1.0
76561198030183056,76561198112384000,1.0
76561198159445712,76561198211832160,1.0
76561197972235760,76561198137579104,1.0
76561198093234016,76561198116980096,1.0
76561198112834208,76561198254762896,1.0
76561198178463200,76561198317783440,1.0
76561198012516160,76561198267017968,1.0
76561198074126736,76561198082792608,1.0
76561198143671264,76561198146682496,1.0
76561198131873584,76561198151311728,1.0
76561198184736064,76561199018006800,1.0
76561198158988224,76561198802359888,1.0
76561198144546672,76561199066354656,1.0
76561198017912144,76561198112155440,1.0
76561198060765936,76561198062653680,1.0
76561198061041936,76561198321987888,1.0
76561198053677120,76561198277426960,1.0
76561197979705472,76561198088934336,1.0
76561198207641200,76561198277347152,1.0
76561198101787584,76561198180356592,1.0
76561197970001056,76561198133619136,1.0
76561198048697456,76561198303781728,1.0
76561198053391120,76561198067558048,1.0
76561198242138176,76561198251703392,1.0
76561198120037344,76561198279187968,1.0
76561198280553808,76561198293668368,1.0
76561198053960192,76561198077143824,1.0
76561198135718176,76561198179724192,1.0
76561198315294832,76561199129536320,1.0
76561198122224128,76561198260375440,1.0
76561197970001056,76561198044950800,1.0
76561198065837584,76561198188078400,1.0
76561198014125568,76561198054803936,1.0
76561198110966192,76561198198991360,1.0
76561198062694144,76561198425844064,1.0
76561198136233088,76561198276771872,1.0
76561198078393632,76561198094984544,1.0
76561198064278176,76561198309866176,1.0
76561198290906192,76561198404815392,1.0
76561197968395664,76561198150226832,1.0
76561198100664960,76561198280714304,1.0
76561198117077136,76561198273243696,1.0
76561198065837584,76561198159851376,1.0
76561198082197904,76561198112250256,1.0
76561198156714864,76561198819814272,1.0
76561198144874880,76561198148304688,1.0
76561198062038272,76561198085018192,1.0
76561198077143824,76561198398353984,1.0
76561198038110080,76561198303927568,1.0
76561198047614016,76561198177263264,1.0
76561198240038752,76561198255139552,1.0
76561198054803936,76561198078659280,1.0
76561198138224832,76561198152106816,1.0
76561198160542688,76561198255005664,1.0
76561198204143888,76561198273243696,1.0
76561198124501632,76561198228283616,1.0
76561198153158512,76561198346512688,1.0
76561198006395184,76561198048805984,1.0
76561198078166112,76561198245504896,1.0
76561198069552272,76561198100652320,1.0
76561197987815568,76561198190046752,1.0
76561198103677536,76561198284313152,1.0
76561197990502240,76561198189145696,1.0
76561198138224832,76561198158947008,1.0
76561198149886928,76561198818523792,1.0
76561198127354592,76561198146206672,1.0
76561198095073824,76561198117862592,1.0
76561198041279712,76561198128182448,1.0
76561198084411824,76561198199434192,1.0
76561198158988224,76561198433726528,1.0
76561198301329472,76561198981331040,1.0
76561197964782864,76561198133396496,1.0
76561198074257152,76561198123069488,1.0
76561198068975520,76561198094942512,1.0
76561198042645712,76561198127644112,1.0
76561198066834080,76561198126090880,1.0
76561198057102864,76561198234721408,1.0
76561198065368704,76561198160083936,1.0
76561198084623792,76561198989850560,1.0
76561198019305440,76561198051329824,1.0
76561198026241792,76561198893902688,1.0
76561197993609344,76561197997836032,1.0
76561198029742176,76561198115785440,1.0
76561198039776688,76561198061041936,1.0
76561198128718144,76561198130019008,1.0
76561198127354592,76561198166574752,1.0
76561198203499456,76561198266113712,1.0
76561198303687120,76561198315701408,1.0
76561198148652208,76561198427072096,1.0
76561198142022688,76561198364737504,1.0
76561197991465920,76561198131097792,1.0
76561198105504976,76561198150177648,1.0
76561198042291776,76561198287677184,1.0
76561198066834080,76561198309866176,1.0
76561198051329824,76561198066834080,1.0
76561198274581664,76561198309386080,1.0
76561198084411824,76561198125897120,1.0
76561197996423856,76561198819814272,1.0
76561198081281472,76561198101021728,1.0
76561198072593536,76561198237236848,1.0
76561198178188496,76561198254944336,1.0
76561198132659168,76561198273413920,1.0
76561198135993152,76561198154106832,1.0
76561198012516160,76561198022194576,1.0
76561198013657760,76561198123434272,1.0
76561198097676432,76561198142157040,1.0
76561198150177648,76561198170587344,1.0
76561198073826752,76561198132321056,1.0
76561198061041936,76561198124260928,1.0
76561198141985936,76561198275947376,1.0
76561198202398176,76561198851587040,1.0
76561198291164464,76561198403301760,1.0
76561198116685136,76561198210330048,1.0
76561198220088592,76561198862592000,1.0
76561197970001056,76561198084172384,1.0
76561198117237840,76561198162224304,1.0
76561197969494480,76561198305887648,1.0
76561198065368704,76561198075917104,1.0
76561198051547072,76561198084172384,1.0
76561198081839840,76561198851587040,1.0
76561198133396496,76561198208032416,1.0
76561198169257424,76561198286136032,1.0
76561197995262352,76561198116364576,1.0
76561198105521152,76561198276771872,1.0
76561198127737968,76561198349613536,1.0
76561197991333408,76561198233046688,1.0
76561198076657424,76561198124501632,1.0
76561198061041936,76561198096205728,1.0
76561198044077008,76561198082804928,1.0
76561198081839840,76561198086921824,1.0
76561198066735248,76561198255005664,1.0
76561197964241680,76561198022194576,1.0
76561198220088592,76561198378193040,1.0
76561198295222384,76561198802359888,1.0
76561198191784480,76561198419617152,1.0
76561198196068976,76561198281516240,1.0
76561198061116896,76561198201550320,1.0
76561198097766176,76561198257188592,1.0
76561198131135056,76561198144546672,1.0
