id,louvain,leiden,spectral,hybrid,label
76561198128182448,1,2,0,3,
76561198855090384,1,2,0,4,
76561197991071920,0,0,1,0,
76561198025073872,0,0,0,0,
76561198118508048,1,2,0,5,
76561198299665200,1,2,0,3,
76561197964241680,1,2,0,3,
76561198084795632,1,2,0,4,
76561198020115024,0,0,0,0,
76561198317262496,2,1,0,8,
76561198117472800,0,0,0,0,
76561198202336224,2,1,0,8,
76561198084560512,0,0,1,0,
76561198211721920,0,0,1,0,
76561198071696864,2,2,0,8,
76561198101199152,1,1,0,4,
76561198833987536,0,0,1,0,
76561198099329232,2,1,0,6,
76561198122830944,0,0,1,0,
76561198135035008,0,0,1,0,
76561198163183216,2,1,0,6,
76561198419617152,0,0,0,0,
76561198167001488,1,2,0,5,
76561198178518336,2,1,0,8,
76561198195828352,2,0,0,6,
76561198044253568,0,0,1,0,
76561198101135760,0,0,0,0,
76561199197982112,1,2,0,5,
76561198042663536,1,2,0,3,
76561198123892768,0,0,1,0,
76561198081281472,2,1,0,6,
76561198128718144,2,1,0,6,
76561198012635536,2,1,0,8,
76561198169961088,2,1,0,6,
76561198352314192,1,2,0,3,
76561198196065776,2,1,0,8,
76561198229468352,1,2,0,4,
76561198258009792,1,2,0,4,
76561198862545040,0,0,1,0,
76561198206161808,2,1,0,8,
76561198433726528,0,0,0,0,
76561198134983856,1,2,0,5,
76561198216382512,2,1,0,6,
76561198240038752,2,1,0,6,
76561198258826112,2,1,0,6,
76561198247265952,0,0,1,0,
76561198390372160,1,2,0,3,
76561198038704256,1,2,0,5,
76561198303781728,1,2,0,4,
76561198346512688,1,2,0,5,
76561198129993536,0,0,1,0,
76561198140341408,0,0,0,0,
76561198042151344,0,0,1,0,
76561198046595808,0,0,1,0,
76561198254716608,1,2,0,3,
76561198132909520,0,0,1,0,
76561198246395824,0,0,1,0,
76561198014620368,0,0,1,0,
76561198200352016,0,0,0,0,
76561198425844064,1,2,0,3,
76561198103126464,0,0,0,0,
76561198338144880,1,2,0,3,
76561198026584896,0,0,1,0,
76561198122667872,1,2,0,4,
76561198245354624,1,2,0,3,
76561198280714304,0,0,1,0,
76561198117179520,0,0,1,0,
76561198160587920,1,2,0,3,
76561198000734960,0,0,1,0,
76561198142546576,1,2,0,4,
76561198120446752,2,0,0,6,
76561197994419072,1,2,0,3,
76561198140116416,2,1,0,6,
76561198254354352,2,1,0,6,
76561198149857424,0,0,0,0,
76561198181619632,0,0,0,0,
76561198094999488,0,0,1,0,
76561198154106832,0,0,0,0,
76561198292437920,1,1,0,4,
76561198294325840,1,2,0,5,
76561198170974336,2,1,0,8,
76561198111120368,1,2,0,4,
76561199439483680,2,1,0,6,
76561199118336064,2,1,1,6,
76561198030230112,0,0,1,0,
76561198289623872,2,1,0,6,
76561198406096464,1,2,0,3,
76561198039281216,1,2,0,3,
76561198131135056,1,2,0,4,
76561198061041936,0,0,0,0,
76561198036220752,0,0,1,0,
76561198123374720,0,0,1,0,
76561198219260848,0,0,1,0,
76561198033707824,0,0,0,0,
76561198109032256,0,0,0,0,
76561198091572480,0,0,0,0,
76561198121239120,0,0,0,0,
76561198076657424,1,2,0,3,
76561198129386272,2,1,0,6,
76561198022194576,1,2,0,4,
76561198061911360,1,2,0,4,
76561198202610384,2,1,0,8,
76561198220496544,2,1,0,8,
76561198097715216,2,1,0,6,
76561198202826832,1,2,0,5,
76561198445964608,2,1,0,8,
76561199066354656,1,2,0,4,
76561198047614016,1,2,0,3,
76561198146706032,1,2,0,4,
76561198275194736,1,2,0,4,
76561198104999200,0,0,1,0,
76561198082652768,0,0,1,0,
76561198170868704,0,0,0,0,
76561198057476144,0,0,1,0,
76561198139957760,0,0,0,0,
76561198077143824,2,1,0,8,
76561198151949504,2,1,0,8,
76561197999883872,1,2,0,4,
76561198290906192,1,2,0,3,
76561198020833088,1,2,0,5,
76561198285616704,2,1,0,6,
76561197993112800,1,2,0,3,
76561198309047488,1,2,0,4,
76561197999101136,0,0,0,0,
76561198258053056,2,1,0,6,
76561198157250096,0,0,1,0,
76561198956485648,0,0,1,0,
76561198002054432,1,2,0,3,
76561198346202880,1,2,0,3,
76561198156714864,2,1,0,6,
76561198026871248,0,0,1,0,
76561198081838896,0,0,1,0,
76561198045056176,1,2,0,3,
76561198073826752,1,2,0,4,
76561197996419280,0,0,0,0,
76561198202563968,2,1,0,8,
76561199029134240,1,2,0,4,
76561198074673296,1,2,0,3,
76561198150177648,1,2,0,4,
76561198127354592,0,0,0,0,
76561198255137888,2,1,0,6,
76561198105504976,1,2,0,5,
76561198115754240,1,2,0,5,
76561198145849840,2,1,0,8,
76561198276059744,0,0,1,0,
76561198001240496,0,0,1,0,
76561198316333984,1,2,0,5,
76561198834807472,0,0,1,0,
76561199066141120,0,0,2,0,
76561198127644112,1,2,0,5,
76561198309427184,1,2,0,4,
76561198118811200,0,0,1,0,
76561198181034656,0,0,1,0,
76561198298601568,1,2,0,4,
76561198178188496,2,1,0,6,
76561198240094064,2,1,0,8,
76561198078659280,1,2,0,4,
76561199031443984,1,2,0,4,
76561198169257424,2,1,0,8,
76561198220261312,1,1,0,3,
76561198134712352,2,1,0,6,
76561198142157040,0,0,1,0,
76561198189145696,2,1,0,6,
76561198291701456,2,1,0,8,
76561197993798800,0,0,1,0,
76561198026417632,0,0,1,0,
76561198146206672,2,1,0,6,
76561198012049408,0,1,0,0,
76561198048958512,1,2,0,4,
76561198201420640,2,1,0,6,
76561198278732720,1,2,0,4,
76561198259045440,0,0,0,0,
76561198101786976,0,0,0,0,
76561198239166016,2,1,0,6,
76561198052406368,0,0,0,0,
76561198186829488,1,2,0,4,
76561198044974480,1,2,0,3,
76561198184736064,1,2,0,5,
76561198264061280,0,0,0,0,
76561198117077136,2,1,0,8,
76561198136090944,2,0,0,6,
76561198096244480,0,0,0,0,
76561198074371856,0,0,1,0,
76561197995262352,1,2,0,5,
76561198117137728,2,0,0,8,
76561198297988768,1,2,0,5,
76561198042645712,1,2,0,4,
76561198032850192,2,1,0,6,
76561198101787584,1,2,0,3,
76561198038110080,2,0,0,8,
76561198259106112,0,0,2,0,
76561198006395184,0,0,1,0,
76561198134909728,0,0,1,0,
76561198043675200,1,2,0,4,
76561198044443104,1,2,0,5,
76561198144546672,1,2,0,3,
76561198079207168,0,0,0,0,
76561198245382704,2,1,0,8,
76561198061377664,0,0,1,0,
76561198077285200,0,0,1,0,
76561198090648880,1,2,0,4,
76561198204868832,2,1,0,6,
76561198132796528,0,0,0,0,
76561198117151904,1,2,0,4,
76561198156445728,0,0,0,0,
76561198165343776,2,1,0,8,
76561198078881344,0,0,0,0,
76561198254944336,2,1,0,8,
76561198076517328,0,0,1,0,
76561198177263264,2,1,0,6,
76561198402569824,1,2,0,4,
76561198131835472,1,2,0,4,
76561198274372320,2,1,0,6,
76561198198565792,2,1,0,6,
76561198013471472,0,0,0,0,
76561198122224128,1,2,0,4,
76561198141985936,1,2,0,3,
76561198148071760,0,0,0,0,
76561198307217312,1,2,0,3,
76561198189025488,2,1,0,6,
76561198128910032,0,0,0,0,
76561198197856432,0,0,0,0,
76561198240788592,2,1,0,8,
76561198245504896,1,2,0,4,
76561198123826480,0,0,1,0,
76561198112155440,1,2,0,4,
76561198223004656,1,2,0,3,
76561198088110736,0,0,0,0,
76561198069222496,1,2,0,3,
76561198084342784,1,2,0,3,
76561198039568976,0,0,1,0,
76561198067558048,1,2,0,3,
76561198207712112,2,1,0,6,
76561198065253696,0,0,0,0,
76561198086921824,0,0,0,0,
76561197960320352,0,0,1,0,
76561198105087312,1,2,0,5,
76561198196418096,2,1,0,6,
76561199418876032,1,2,0,4,
76561198075584032,0,0,1,0,
76561198315701408,1,2,0,3,
76561197968395664,2,1,0,8,
76561198227232752,2,1,0,6,
76561197979158608,0,0,1,0,
76561198113559008,2,0,0,8,
76561198277426960,2,1,0,8,
76561198154291408,2,2,0,6,
76561198057140064,0,0,1,1,
76561198128339072,0,0,2,0,
76561197991333408,0,0,1,0,
76561198236075424,0,0,1,1,
76561199215293952,1,2,0,5,
76561198081433312,0,0,1,0,
76561198818523792,0,0,1,0,
76561198039394944,0,0,1,0,
76561198072274032,0,0,1,0,
76561198224374256,0,0,1,0,
76561198142069968,0,0,1,0,
76561198064278176,1,2,0,4,
76561198075917104,1,2,0,4,
76561198047266336,1,2,0,4,
76561198040196080,1,1,0,5,
76561198139880656,0,0,1,0,
76561198149831456,2,1,0,8,
76561198092661920,1,2,0,4,
76561198301474096,1,2,0,5,
76561198201921248,0,0,0,0,
76561198135718176,2,0,0,8,
76561198324023888,1,2,0,4,
76561198047676496,1,2,0,3,
76561198143631584,1,2,0,4,
76561198802359888,1,2,0,4,
76561198131873584,0,0,1,0,
76561198150239824,0,0,0,0,
76561198255335104,2,1,0,8,
76561198211682464,1,2,0,4,
76561198097940160,2,0,0,6,
76561198082422080,0,0,0,0,
76561198100457776,0,0,1,0,
76561198040180960,1,2,0,4,
76561198117237840,2,1,0,8,
76561197973974832,0,0,1,1,
76561198150917504,0,0,1,0,
76561198058747872,0,0,0,0,
76561198142022688,1,2,0,5,
76561198266303296,0,0,1,0,
76561198066980800,0,0,2,0,
76561198399564912,0,0,1,0,
76561198064787328,0,0,1,0,
76561198196545504,2,0,1,8,
76561198080869472,2,1,0,8,
76561198202554432,2,1,0,6,
76561197977959376,1,2,0,5,
76561198004855984,1,2,0,4,
76561198188686224,2,1,0,6,
76561198191784480,2,1,0,6,
76561198242138176,1,2,0,5,
76561198193208384,2,1,0,6,
76561198272741584,2,1,0,8,
76561198014125568,1,2,0,4,
76561198251703392,2,1,0,8,
76561198099407568,1,2,0,3,
76561198277861776,1,2,0,5,
76561198267271216,2,1,0,7,
76561198316594304,1,2,0,3,
76561198179077984,0,0,1,0,
76561198197030144,2,1,0,6,
76561198193234128,2,1,0,6,
76561198076094048,0,0,0,0,
76561198085947872,0,0,1,0,
76561198160061680,0,0,0,0,
76561198180356592,2,1,0,6,
76561198094984544,0,0,0,0,
76561198284843440,2,1,0,8,
76561198298304400,2,1,0,6,
76561198306177440,2,1,0,6,
76561197997213680,0,0,1,0,
76561198001699344,0,0,1,0,
76561198078166112,1,2,0,3,
76561198259640256,0,0,1,0,
76561198173423488,2,1,0,8,
76561198216467616,2,1,0,8,
76561198040365808,1,2,0,3,
76561198095073824,0,0,0,0,
76561198168578560,0,0,1,0,
76561198196068976,2,1,0,6,
76561198197240208,0,0,0,0,
76561198303927568,2,1,0,6,
76561198041112896,1,2,0,4,
76561198018912416,0,0,2,1,
76561198095809632,0,0,0,0,
76561198260375440,1,2,0,3,
76561198099114240,0,0,0,0,
76561198088038848,1,2,0,3,
76561198293303696,2,1,0,8,
76561198101021728,1,2,0,3,
76561198060495936,1,2,0,4,
76561198062941280,2,0,0,6,
76561198169832336,0,0,0,0,
76561198080178528,0,0,0,0,
76561199129536320,1,2,0,3,
76561198095958016,0,0,0,0,
76561198094148960,0,0,0,0,
76561199017348656,1,2,0,3,
76561198184620976,2,2,0,8,
76561198213730800,2,1,0,6,
76561198202398176,0,0,1,0,
76561198100652320,1,2,0,3,
76561198106179008,0,0,0,0,
76561198094608736,0,0,0,0,
76561198850066464,0,0,1,0,
76561198218885936,2,1,0,6,
76561198062694144,1,2,0,4,
76561198103677536,2,0,0,8,
76561198138721232,0,0,0,0,
76561198132709408,0,0,0,0,
76561198152647072,2,1,0,6,
76561198327636736,1,2,0,5,
76561198058645760,0,0,0,0,
76561198023037280,0,0,0,0,
76561198152623440,2,0,0,6,
76561198136674816,1,2,0,4,
76561198162148144,2,1,0,8,
76561198989850560,1,2,0,3,
76561198137215168,0,0,1,0,
76561198378193040,1,2,0,3,
76561198013657760,0,0,1,0,
76561198198227232,2,0,0,6,
76561198154306064,0,0,0,0,
76561198358954448,0,0,0,0,
76561198238856304,2,1,0,8,
76561198301762544,2,1,0,6,
76561198126390080,0,0,0,0,
76561198129141296,0,0,1,0,
76561198185160496,2,1,0,8,
76561198317783440,2,1,0,8,
76561198021238624,0,0,1,0,
76561198134815728,0,0,1,0,
76561198250571328,2,1,0,8,
76561198107387536,0,0,1,0,
76561198015533584,0,0,0,0,
76561198114021968,0,0,0,0,
76561198118430976,0,0,1,0,
76561198160542688,0,0,0,0,
76561198116685136,0,0,1,0,
76561198261032304,2,1,0,8,
76561197963422592,0,0,1,0,
76561198096079552,2,0,0,8,
76561198234721408,2,1,0,6,
76561198066735248,1,2,0,5,
76561198128283344,2,1,0,6,
76561198116543216,1,2,0,4,
76561199107402112,1,2,0,3,
76561198096205728,0,0,1,0,
76561198130471872,2,1,0,8,
76561198281791984,2,1,0,8,
76561198168126944,2,1,0,6,
76561198083747120,2,1,0,8,
76561198180762240,2,1,0,6,
76561198195614480,2,1,0,8,
76561198079351280,0,0,1,0,
76561198392950480,0,0,1,0,
76561198254739488,2,1,0,8,
76561198955551424,0,0,1,0,
76561198098028144,1,2,0,4,
76561198124501632,1,2,0,4,
76561198084016608,1,1,0,3,
76561198119370688,0,0,0,0,
76561198162224304,2,1,0,6,
76561198047045808,1,2,0,4,
76561198065188016,1,2,0,3,
76561198142045504,2,1,0,6,
76561198118696528,0,0,1,0,
76561197993609344,0,0,1,0,
76561199483998176,2,1,0,8,
76561199439054976,1,2,0,4,
76561198871525696,0,0,1,0,
76561198016277536,0,0,1,0,
76561198219690144,2,1,0,6,
76561198122924832,0,0,1,0,
76561198081066464,1,2,0,3,
76561198034450400,0,0,0,0,
76561199441408768,0,0,1,0,
76561198128816560,0,0,0,0,
76561198129380736,2,1,0,6,
76561198018541520,0,1,0,0,
76561198427072096,1,2,0,5,
76561198106509424,0,0,1,0,
76561198201550320,2,1,0,6,
76561198043604992,0,0,1,0,
76561198158889040,2,1,0,8,
76561198988496800,0,0,1,0,
76561198140911792,2,0,0,6,
76561198046562144,0,0,1,0,
76561198028855328,0,0,1,0,
76561198173042928,2,1,0,6,
76561198046070624,1,2,0,3,
76561197996423856,1,2,0,3,
76561198096879472,0,0,0,0,
76561198066833456,0,0,1,0,
76561198093234016,2,1,0,6,
76561198107802320,0,0,0,0,
76561198136351456,0,0,1,0,
76561198305887648,2,1,0,6,
76561198312615152,2,1,0,6,
76561198212545792,2,0,0,6,
76561198116364576,1,2,0,4,
76561198048281648,0,0,0,0,
76561198304695120,2,1,0,6,
76561198107559024,0,0,0,0,
76561198151100112,2,1,0,6,
76561198159445712,0,0,0,0,
76561198080670016,0,0,1,0,
76561198089395072,0,0,0,0,
76561198112250256,0,0,0,0,
76561198309386080,0,0,1,0,
76561198094942512,0,0,0,0,
76561198043254736,2,1,0,6,
76561198347397296,1,2,0,3,
76561198024756768,0,0,1,0,
76561198076835776,1,2,0,5,
76561198042291776,1,2,0,3,
76561198127339648,1,2,0,5,
76561198143671264,0,0,0,0,
76561198156416832,0,0,0,0,
76561198198479536,2,1,0,6,
76561198114794496,1,1,0,5,
76561198131097792,1,2,0,4,
76561198050086064,0,0,1,0,
76561198388443216,0,0,1,0,
76561198061330848,0,0,1,0,
76561198107537904,0,0,0,0,
76561198119459824,0,0,0,0,
76561198193016752,0,0,1,0,
76561198046906864,2,1,0,6,
76561198194860896,0,1,0,0,
76561198246436576,2,1,0,6,
76561198068975520,1,2,0,4,
76561198089074224,0,0,1,0,
76561198120212704,0,0,0,0,
76561198130809456,0,0,1,0,
76561198294300464,0,0,1,0,
76561198122370176,0,0,1,0,
76561198047718720,1,2,0,4,
76561197967075760,0,0,1,0,
76561198862592000,1,2,0,4,
76561198095693328,0,0,1,0,
76561198203499456,1,1,0,4,
76561198268348400,2,1,0,6,
76561198005994544,0,0,1,0,
76561198164092608,0,0,0,0,
76561198046175136,0,0,0,0,
76561198448983024,1,2,0,5,
76561198021741552,1,2,0,5,
76561198256794688,2,1,0,8,
76561198100664960,1,2,0,5,
76561198135667824,2,1,0,6,
76561198166574752,0,0,0,0,
76561198279187968,2,1,0,6,
76561198272189312,2,1,0,6,
76561198107648608,0,0,1,0,
76561198138688032,0,0,1,0,
76561197963052224,0,0,1,0,
76561198114219712,2,1,0,6,
76561198133619136,1,2,0,4,
76561198076265584,0,0,1,0,
76561198143379792,0,0,0,0,
76561198207641200,1,2,0,4,
76561198309019440,1,2,0,4,
76561198079398816,0,0,0,0,
76561198102522480,0,0,0,0,
76561198104009408,1,2,0,4,
76561198315020144,2,1,0,6,
76561198133396496,2,1,0,8,
76561198095988128,0,0,0,0,
76561198254762896,2,1,0,8,
76561198071948544,1,2,0,5,
76561198038226512,1,2,0,3,
76561198981331040,1,2,0,3,
76561198073061248,0,0,1,0,
76561198390055872,0,0,1,0,
76561198141256272,0,0,0,0,
76561198123069488,2,1,0,6,
76561198084623792,2,1,0,8,
76561198165194112,0,0,0,0,
76561198253979168,0,0,1,0,
76561198318081104,1,2,0,5,
76561198295186480,1,2,0,5,
76561198129588672,0,0,1,0,
76561198124627152,0,0,1,0,
76561198074780112,1,2,0,4,
76561198381302192,0,0,1,0,
76561199159570928,0,1,0,0,
76561198277929264,2,0,0,8,
76561198042905312,1,2,0,3,
76561198331942672,1,2,0,4,
76561198050883120,0,0,1,0,
76561198124322656,2,0,0,6,
76561198057059312,1,1,0,3,
76561198156735040,2,0,0,6,
76561198321987888,1,2,0,3,
76561198091406304,0,0,0,0,
76561198138128800,2,0,0,8,
76561198110906224,0,0,0,0,
76561198026241792,0,0,1,0,
76561198143693712,0,0,1,0,
76561198384212512,1,2,0,3,
76561198061116896,2,0,0,6,
76561198176156736,2,1,0,6,
76561198307865344,1,2,0,4,
76561198179724192,2,1,0,6,
76561198257791712,1,2,0,5,
76561198132156480,0,0,0,0,
76561198113625888,0,0,1,0,
76561198893902688,2,1,0,6,
76561198092577648,0,0,0,0,
76561198284961328,1,2,0,3,
76561198090688512,2,1,0,6,
76561198264828480,2,1,0,8,
76561198191266224,2,1,0,6,
76561198041531552,0,0,0,0,
76561198164364160,0,0,1,0,
76561198274162432,0,0,1,0,
76561198017912144,0,0,0,0,
76561198268417440,1,1,0,5,
76561198280656080,0,0,1,0,
76561198404780144,1,2,0,5,
76561198215291936,0,0,1,0,
76561198044634640,0,0,1,0,
76561199018006800,2,1,0,7,
76561198819277696,2,1,0,6,
76561198074126736,0,0,0,0,
76561198085575856,0,0,1,0,
76561198346800368,1,2,0,4,
76561198136615904,2,0,0,6,
76561197976576384,0,0,0,0,
76561198281516240,2,1,0,6,
76561198002178704,1,2,0,5,
76561198076766560,0,0,1,1,
76561198036006400,0,0,0,0,
76561198276221120,1,2,0,4,
76561197979705472,0,0,1,0,
76561198094607104,0,0,1,0,
76561198284444960,2,1,0,8,
76561198133750048,0,0,1,0,
76561198002106720,0,0,1,0,
76561198207772752,0,0,1,0,
76561198119943584,1,2,0,5,
76561198074852896,0,0,0,0,
76561198004901904,0,0,1,0,
76561198130409536,1,2,0,3,
76561198077616704,0,0,0,0,
76561198336867024,0,0,1,0,
76561198093189376,0,0,1,0,
76561198121828912,0,0,0,0,
76561198271595184,2,1,0,6,
76561198308643456,1,2,0,3,
76561198137827696,2,1,0,6,
76561198423592992,2,1,0,6,
76561198138576720,2,1,0,6,
76561198263467104,2,1,0,8,
76561198154004912,0,0,0,0,
76561198124563200,0,0,0,0,
76561198096627680,0,0,1,0,
76561197971439216,0,0,0,0,
76561198403534736,1,2,0,3,
76561197966528240,0,0,1,0,
76561198920359600,1,2,0,3,
76561198117862592,0,0,1,0,
76561198364737504,1,2,0,4,
76561198044950800,1,2,0,4,
76561198205888432,1,2,0,5,
76561198303687120,1,2,0,3,
76561198358373568,2,1,0,6,
76561198370327024,0,0,1,0,
76561198117233888,0,0,1,0,
76561198116624352,0,0,0,0,
76561198177393360,2,1,0,6,
76561198033658672,2,1,0,6,
76561198103707072,2,1,0,6,
76561198252343168,2,1,0,8,
76561198284528352,2,1,0,6,
76561198243434800,2,1,0,8,
76561198126748208,0,0,1,0,
76561197967308080,0,0,1,0,
76561198204667264,0,0,1,0,
76561198040546512,0,0,1,0,
76561198074210144,0,0,1,0,
76561198273060320,1,2,0,3,
76561198320990048,1,2,0,4,
76561198018636784,0,0,1,0,
76561198047094512,0,0,1,0,
76561198205139472,2,1,0,6,
76561198199434192,0,0,1,0,
76561197965593264,1,2,0,5,
76561198152626272,2,1,0,7,
76561198062653680,1,2,0,3,
76561198157080672,0,0,1,0,
76561197971623584,0,0,1,0,
76561198064066160,1,2,0,4,
76561198232339456,0,0,0,0,
76561198054803936,1,2,0,3,
76561198109139328,2,1,0,6,
76561198061798496,1,2,0,5,
76561198125504880,2,0,0,6,
76561198188078400,0,0,0,0,
76561198255824656,2,1,0,6,
76561197999800512,0,0,1,0,
76561198019839840,0,0,1,0,
76561198047045664,0,0,1,0,
76561198146682496,2,1,0,6,
76561198029237376,0,0,1,0,
76561198078393632,0,0,0,0,
76561198115785440,2,1,0,6,
76561198125982848,0,1,0,0,
76561198009914640,1,2,0,5,
76561198390578176,2,1,0,8,
76561198093671808,1,2,0,5,
76561198202386304,2,1,0,8,
76561198081839840,1,2,0,5,
76561198116980096,2,1,0,6,
76561197990680992,0,0,1,0,
76561198086812784,0,0,1,0,
76561198166153440,2,1,0,8,
76561198255005664,2,1,0,6,
76561198126790384,2,0,0,6,
76561198211832160,2,0,0,6,
76561198267017968,1,2,0,3,
76561198089059952,0,0,1,0,
76561198397888016,0,0,1,0,
76561198041279712,1,2,0,4,
76561198393783632,0,0,0,0,
76561198141387424,2,1,0,6,
76561198142741312,0,0,1,0,
76561198230819648,2,1,0,8,
76561198172168544,0,0,0,0,
76561198295230816,2,1,0,6,
76561198156086032,2,1,0,6,
76561198294883632,0,1,0,0,
76561198258927792,2,1,0,6,
76561198309141488,2,1,0,8,
76561198205771728,0,0,1,0,
76561198125157248,0,0,1,0,
76561198136626576,1,2,0,3,
76561198089770880,0,0,0,0,
76561198369534800,0,0,1,0,
76561198819814272,1,2,0,4,
76561198268117520,2,1,0,6,
76561198153090384,0,0,0,0,
76561198156464192,2,0,0,8,
76561198048587872,0,0,1,0,
76561198067806768,0,0,0,0,
76561198136889184,0,0,1,0,
76561198403301760,1,2,0,5,
76561198149601664,0,0,0,0,
76561198281884608,2,1,0,8,
76561198397346112,0,0,1,0,
76561198079698768,0,0,1,0,
76561198071033808,0,0,0,0,
76561198148786032,0,0,0,0,
76561198123184432,0,0,1,0,
76561198273767696,0,0,1,0,
76561197989059776,1,2,0,5,
76561198087724896,0,0,0,0,
76561198015915984,0,0,1,0,
76561198065837584,0,0,1,0,
76561198192854064,0,0,0,0,
76561198270212064,0,0,1,0,
76561198295222384,1,2,0,3,
76561198160607120,0,0,1,0,
76561198258606560,2,1,0,6,
76561198262217104,2,1,0,8,
76561198014962544,0,0,0,0,
76561198114243776,0,0,1,0,
76561197988349616,0,0,1,0,
76561198045175888,0,0,1,0,
76561198045324496,2,0,0,6,
76561198065058496,0,0,1,0,
76561197977234592,0,0,1,0,
76561198123893344,1,2,0,3,
76561198036788768,0,0,2,0,
76561198129452784,0,0,1,0,
76561198078629248,0,0,0,0,
76561198349613536,2,1,0,6,
76561198035443424,1,2,0,4,
76561198158233808,0,0,0,0,
76561197963274896,0,0,0,0,
76561198201231616,2,1,0,6,
76561198122782992,0,0,1,0,
76561198278559200,2,1,0,8,
76561198140937312,1,2,0,4,
76561198141972896,1,2,0,3,
76561198056922912,0,0,1,0,
76561198057102864,0,0,1,0,
76561198041452272,0,0,1,0,
76561198072593536,0,0,1,1,
76561198220088592,2,1,0,6,
76561198112184784,1,2,0,3,
76561198141402352,0,0,0,0,
76561198228283616,1,2,0,3,
76561198061448688,1,2,0,5,
76561198273353712,0,0,1,0,
76561198113692608,0,0,1,0,
76561198159082128,2,1,0,7,
76561198011010640,0,0,1,1,
76561198277652240,1,2,0,3,
76561198198833232,2,1,0,6,
76561198095577440,0,0,0,0,
76561198190034720,2,1,0,6,
76561198207636256,2,1,0,6,
76561198066876320,0,0,1,0,
76561198088471104,0,0,1,0,
76561198049331152,0,0,1,0,
76561198156550416,1,2,0,4,
76561198037534576,0,0,1,0,
76561198032539680,2,1,0,6,
76561197996800224,0,0,1,0,
76561198061953472,0,0,2,0,
76561198050826768,1,2,0,3,
76561198153158512,2,1,0,6,
76561198354934896,1,2,0,5,
76561198059309392,0,0,1,0,
76561198089386400,0,0,0,0,
76561198081924544,1,2,0,4,
76561198125897120,0,0,1,0,
76561198254694896,0,0,1,0,
76561198322750656,2,1,0,6,
76561198308186832,1,1,0,3,
76561198093912064,2,1,0,6,
76561198122143424,1,2,0,5,
76561198127342560,1,2,0,3,
76561198085234544,0,0,1,0,
76561198331380640,0,0,1,0,
76561198044077008,0,0,1,0,
76561198121823696,2,0,0,6,
76561198106900752,2,0,0,8,
76561198111938192,2,0,0,6,
76561198273297936,1,2,0,5,
76561198155651648,0,0,1,0,
76561198199712960,2,0,0,6,
76561198053391120,0,0,1,0,
76561197985959984,0,0,1,0,
76561198090556992,0,0,1,0,
76561198024287168,0,0,1,0,
76561198190381248,2,1,0,8,
76561198296546160,2,1,0,8,
76561198130898368,0,0,1,0,
76561198297349808,1,2,0,5,
76561199439046256,2,1,0,8,
76561198357013296,2,1,0,6,
76561198970315792,1,2,0,3,
76561198157183824,0,0,1,0,
76561198075696944,0,0,0,0,
76561198148003824,0,0,1,0,
76561198270029120,1,2,0,5,
76561198047916352,0,0,1,0,
76561198117390864,0,0,1,0,
76561198166650000,0,0,1,0,
76561199090065296,1,2,0,5,
76561198143200368,0,0,1,0,
