id,louvain,leiden,spectral,hybrid,label
76561198143462048,2,0,0,6,
76561198167865472,2,0,0,6,
76561198108143200,2,1,0,6,
76561198083350928,0,0,1,0,
76561198106176688,0,0,1,0,
76561198417740112,0,0,1,0,
76561198320470048,2,1,0,6,
76561198207412512,0,0,0,0,
76561198110966192,2,1,0,6,
76561198050868112,1,2,0,5,
76561198071599296,0,0,1,0,
76561198137579104,0,0,2,0,
76561198352291088,2,1,0,8,
76561198289493056,2,1,0,8,
76561198415544912,1,2,0,3,
76561198394542192,0,0,1,1,
76561198112384000,1,2,0,4,
76561198047909248,2,1,0,8,
76561198133988112,2,1,0,6,
76561198273873728,2,1,0,6,
76561198144414144,2,1,0,6,
76561199015041104,0,0,1,0,
76561198148122560,2,1,0,8,
76561198200203504,2,1,0,8,
76561198149886928,2,0,0,6,
76561198069552272,1,2,0,5,
76561198053960192,0,0,1,0,
76561198838628496,0,0,1,0,
76561197970001056,1,2,0,5,
76561198136233088,2,1,0,8,
76561198139949936,0,0,1,0,
76561198158865760,0,0,2,1,
76561198116477360,1,2,0,5,
76561198210330048,2,1,0,6,
76561198157937648,0,0,0,0,
76561198134687728,2,1,0,6,
76561198144257536,0,0,0,0,
76561198166899136,0,0,1,0,
76561197969494480,2,0,1,8,
76561198055997984,1,2,0,5,
76561198106493952,0,0,1,0,
76561198040157664,2,1,0,6,
76561198201871152,0,0,1,0,
76561198027542976,1,2,0,3,
76561198355782768,0,0,1,0,
76561198007358144,0,0,1,0,
76561198040701856,0,0,0,0,
76561198132321056,1,2,0,4,
76561198077196608,0,0,1,0,
76561198199854272,0,1,0,0,
76561198285889936,0,0,1,0,
76561198064101520,2,1,0,8,
76561198381615728,0,0,0,0,
76561197997836032,0,0,1,0,
76561198144874880,0,0,1,0,
76561198139959632,0,0,0,0,
76561198053289904,0,0,0,0,
76561198082824176,0,0,0,0,
76561197971244912,0,0,1,0,
76561197972235760,0,0,0,0,
76561198113720720,0,0,0,0,
76561198147910576,0,0,1,0,
76561198255870400,2,1,0,8,
76561198158550080,2,1,0,6,
76561198057417392,0,0,1,0,
76561198138992736,0,0,1,0,
76561198124260928,2,1,0,6,
76561198090689216,1,2,0,5,
76561198162153216,0,0,1,0,
76561197987815568,0,0,1,0,
76561198128314896,0,0,1,0,
76561198307951872,0,0,1,0,
76561198151311728,2,1,0,6,
76561198954834272,0,0,1,1,
76561198067439616,0,0,0,0,
76561198118306112,0,0,1,0,
76561198048697456,1,2,0,4,
76561198051547072,0,0,0,0,
76561198286136032,1,1,0,5,
76561198330001072,0,0,1,0,
76561198195534336,0,0,1,0,
76561198188619520,0,0,0,0,
76561198046843536,0,0,1,0,
76561198194306832,0,0,0,0,
76561198236239008,2,1,0,8,
76561198244108288,2,1,0,6,
76561198266113712,2,1,0,8,
76561198061857184,0,0,1,0,
76561198254446752,2,1,0,6,
76561198068923152,0,0,1,0,
76561198038160528,0,0,0,0,
76561198065368704,0,0,1,0,
76561198158988224,0,0,0,0,
76561198064749328,0,0,1,0,
76561198202663696,2,0,0,8,
76561198068150816,0,0,0,0,
76561198851587040,0,0,1,0,
76561198291164464,1,2,0,3,
76561198064785872,0,0,1,0,
76561198204968512,0,0,1,0,
76561198811329792,0,0,1,0,
76561198081713520,0,0,1,0,
76561198003706912,0,0,1,0,
76561198134783120,0,0,1,0,
76561198168839680,0,0,2,0,
76561198080728032,0,0,2,0,
76561198347702224,2,1,0,6,
76561198995819120,0,0,1,0,
76561198233046688,0,0,1,0,
76561198158947008,0,0,0,0,
76561198839491408,0,0,1,0,
76561198062038272,1,2,0,4,
76561198307848496,2,1,0,8,
76561198062054656,2,1,0,6,
76561198208147968,2,1,0,6,
76561198113419424,1,2,0,5,
76561198132659168,1,2,0,5,
76561198274397856,0,0,1,0,
76561198090625344,0,0,1,0,
76561198040533344,0,0,1,0,
76561198347475200,1,2,0,4,
76561197991465920,1,2,0,4,
76561198142441200,0,0,1,0,
76561198077291968,0,0,0,0,
76561198061068080,0,0,1,0,
76561198138281472,0,0,0,0,
76561198309866176,1,2,0,3,
76561198202612000,0,0,0,0,
76561198132095888,0,1,0,0,
76561198173906992,2,1,0,6,
76561198255139552,2,1,0,6,
76561198154901344,0,0,0,0,
76561198016895904,0,0,2,2,
76561198094108800,0,0,1,0,
76561198326212912,0,0,1,0,
76561198287963968,1,2,0,3,
76561198315294832,1,2,0,4,
76561198026654432,0,0,1,0,
76561198304002624,2,1,0,8,
76561198133916624,0,0,1,0,
76561198995974704,0,0,1,0,
76561198050585264,0,0,0,0,
76561198150919888,2,0,0,8,
76561198061844176,0,0,1,1,
76561198388253904,0,0,1,0,
76561198136741328,0,0,1,0,
76561198427491312,0,0,0,0,
76561198260954480,1,2,0,3,
76561198157492512,0,0,0,0,
76561198277347152,2,1,0,6,
76561198077886336,1,2,0,4,
76561198140459440,1,2,0,3,
76561198271495904,0,0,2,1,
76561198422976288,0,0,1,0,
76561199522720096,0,0,1,0,
76561198116179312,0,0,2,0,
76561198077186688,0,0,1,1,
76561198081763376,0,0,0,0,
76561198393371728,1,2,0,4,
76561198151041024,0,0,1,0,
76561198188042368,0,0,0,0,
76561198098616912,0,0,1,0,
76561198074257152,0,0,1,0,
76561199514425344,0,0,1,0,
76561198202585088,1,2,0,4,
76561198280182304,1,2,0,3,
76561198237236848,2,1,0,6,
76561198166089424,2,1,0,6,
76561198137129648,0,0,1,0,
76561198349262976,0,0,1,0,
76561198168969776,2,1,0,6,
76561198058547728,0,0,1,0,
76561198162569376,2,1,0,8,
76561198027793648,2,1,0,6,
76561198106327680,0,0,0,0,
76561198064345424,0,0,1,0,
76561198293668368,2,1,0,6,
76561198086761344,0,0,2,0,
76561198161198784,0,0,0,0,
76561198019305440,0,0,1,0,
76561198058059392,0,0,2,1,
76561199171912144,0,0,1,1,
76561198076829248,0,0,1,0,
76561198119939616,0,0,1,0,
76561199124905696,1,2,0,3,
76561198204143888,2,0,0,6,
76561198831176800,0,0,1,0,
76561198167418976,0,0,0,0,
76561198198652400,0,0,1,0,
76561198257188592,2,1,0,6,
76561198044895792,0,0,1,0,
76561198112349664,0,0,1,0,
76561198273701904,0,0,1,0,
76561198077553984,0,0,1,0,
76561198148304688,0,0,0,0,
76561198123115168,0,0,1,0,
76561198218306592,2,1,0,6,
76561198325542800,1,2,0,5,
76561198078069584,0,0,1,0,
76561198268084688,0,0,1,0,
76561198051966368,0,0,1,0,
76561198398353984,0,0,0,0,
76561198824681040,0,0,1,0,
76561198123434272,0,0,1,0,
76561198116602016,0,0,1,0,
76561198073028784,0,0,1,0,
76561198272204624,2,1,0,6,
76561198127169600,0,0,0,0,
76561198088167984,0,0,0,0,
76561198110224816,0,0,1,0,
76561198084172384,1,2,0,4,
76561198084829296,2,0,0,8,
76561198082792608,0,0,1,0,
76561198252936800,0,0,0,0,
76561198121537984,0,0,1,0,
76561198075265008,0,0,1,0,
76561198167033136,2,1,0,6,
76561198354183616,1,2,0,3,
76561198078801440,0,0,1,0,
76561198166679888,0,0,0,0,
76561198092189104,0,0,1,0,
76561198256675360,1,1,0,3,
76561198164681760,2,1,0,8,
76561198274481072,0,0,1,0,
76561198071657216,0,0,1,0,
76561198189241728,2,1,0,6,
76561198275212320,0,0,1,1,
76561198135543200,0,0,0,0,
76561198166519664,0,0,0,0,
76561198220388288,0,0,1,0,
76561198198940352,1,1,0,5,
76561198148652208,2,0,0,8,
76561198282157056,2,1,0,8,
76561198191208320,2,1,0,8,
76561198038253568,0,0,1,0,
76561198190794688,0,0,2,1,
76561198082804928,0,0,1,0,
76561198130153712,0,0,0,0,
76561198174051984,0,0,1,0,
76561198257013264,1,2,0,3,
76561198092069472,0,0,1,0,
76561198053135600,2,1,0,6,
76561198087924640,0,0,1,0,
76561198110126224,2,0,0,6,
76561198156988976,0,0,0,0,
76561199095656448,1,2,0,4,
76561197970937792,0,0,1,0,
76561198256121856,2,1,0,6,
76561197997829728,0,0,1,0,
76561198276771872,0,0,0,0,
76561198096645152,0,0,0,0,
76561197972352848,0,0,1,0,
76561198039989952,2,1,0,6,
76561198176587456,0,0,1,0,
76561198214932672,0,0,0,0,
76561198333646112,0,0,2,0,
76561198284313152,1,2,0,4,
76561198169866208,2,1,0,6,
76561198085356608,0,0,2,0,
76561198049332784,1,2,0,4,
76561198130553264,1,2,0,3,
76561198093471600,0,0,0,0,
76561198217508432,0,0,1,0,
76561198091402976,1,2,0,5,
76561198027777680,0,0,1,0,
76561198084411824,0,0,1,0,
76561198431119664,0,0,1,0,
76561198126727072,0,0,1,0,
76561198207913008,2,0,0,6,
76561198130019008,0,0,1,0,
76561198066834080,0,0,0,0,
76561198073866016,0,0,1,0,
76561198121321552,2,1,0,8,
76561197995330000,0,0,2,1,
76561198161512768,0,0,1,0,
76561198214747360,2,1,0,8,
76561198133330640,0,0,1,0,
76561198122839296,0,0,1,0,
76561198116996992,0,0,1,0,
76561198099249696,2,1,0,6,
76561198221392160,0,0,1,1,
76561197971859984,0,0,0,0,
76561198180280352,2,0,0,6,
76561198300655360,0,0,1,0,
76561198095064816,0,0,1,1,
76561198067340624,0,0,2,0,
76561198092107152,0,0,0,0,
76561198072074448,0,0,1,0,
76561198195053744,0,0,2,0,
76561198321761808,0,0,1,0,
76561198125649248,0,0,1,0,
76561198236809520,2,1,0,6,
76561198212434304,0,0,1,0,
76561198298660752,0,0,1,0,
76561198203851360,2,1,0,8,
76561198158060576,0,0,1,0,
76561198107096080,0,0,1,0,
76561198077470416,0,0,0,0,
76561199183887008,0,0,1,0,
76561198209415232,0,0,0,0,
76561198097125472,0,0,0,0,
76561198107830192,0,0,1,0,
76561198144503904,0,0,2,0,
76561198107124832,0,0,1,0,
76561198048805984,0,0,0,0,
76561198076021264,0,0,0,0,
76561198250590288,1,2,0,4,
76561198003519808,0,0,1,1,
76561198106769120,0,0,1,0,
76561198049994000,0,0,1,0,
76561198075343248,0,0,0,0,
76561198354942096,2,1,0,8,
76561198071923840,0,0,2,0,
76561198095781200,0,0,1,0,
76561198105521152,0,0,1,0,
76561198949183808,0,0,0,0,
76561198085488704,0,0,1,0,
76561198078956576,0,0,1,0,
76561198140866976,0,0,0,0,
76561198151783392,0,0,1,0,
76561198151793600,0,0,0,0,
76561198107374864,0,0,0,0,
76561198082197904,1,2,0,5,
76561198127646576,0,0,1,0,
76561198188630544,0,0,1,0,
76561197973049536,0,0,1,1,
76561198135673824,0,0,1,0,
76561198054588848,0,0,1,0,
76561198150960096,0,0,2,0,
76561198274350864,0,0,1,0,
76561198049091248,0,0,2,1,
76561198404815392,0,0,1,0,
76561198077281440,0,1,0,0,
76561198085405952,1,2,0,3,
76561198254711472,0,0,1,0,
76561198187731792,0,0,1,1,
76561198035825840,0,0,1,0,
76561198085775216,0,0,1,0,
76561198105895296,0,0,1,0,
76561198426316000,0,0,0,0,
76561198149966592,0,0,1,0,
76561198085586528,0,0,1,0,
76561198303580272,0,0,1,0,
76561198099213312,2,1,0,6,
76561198261190560,2,1,0,6,
76561198042627120,0,0,1,0,
76561198138367040,0,0,0,0,
76561198025561568,0,0,2,0,
76561198029742176,0,0,1,0,
76561198137240368,0,0,1,0,
76561198278295088,0,0,1,0,
76561198137654976,0,0,1,0,
76561198077059776,0,0,1,0,
76561198093810736,0,0,1,0,
76561198074495360,0,0,1,0,
76561198178463200,2,1,0,8,
76561198152589440,0,0,0,0,
76561198265281760,0,0,1,0,
76561198296322752,0,0,1,0,
76561198101920192,2,2,0,8,
76561198064396800,0,0,2,0,
76561198124149040,0,0,1,0,
76561197986481536,1,2,0,4,
76561198174634336,0,0,1,0,
76561198099984256,0,0,1,0,
76561198073072064,0,0,1,0,
76561198094250080,0,0,1,0,
76561198278005888,2,1,0,8,
76561199028101360,0,0,1,0,
76561198071723952,0,0,1,0,
76561197963339600,0,0,2,1,
76561198097676432,0,0,1,0,
76561198236428720,0,0,1,2,
76561198406797280,0,0,1,0,
76561197985332880,0,0,1,0,
76561198109776032,0,0,1,0,
76561198058904112,0,1,0,0,
76561198831254640,0,0,1,0,
76561198160363952,0,0,1,0,
76561198036837664,0,0,1,0,
76561198263003984,2,0,0,6,
76561198149244224,0,0,1,0,
76561198065129600,0,0,1,1,
76561198039424304,0,0,1,0,
76561198150226832,0,0,1,0,
76561198310807616,0,0,1,0,
76561198102694624,0,0,1,0,
76561198255495856,2,1,0,6,
76561198045790976,0,0,1,0,
76561198088934336,0,0,0,0,
76561198161551456,0,0,1,0,
76561198053353552,0,0,2,0,
76561198116198800,0,0,0,0,
76561198130641808,0,0,0,0,
76561198796663520,0,0,1,0,
76561198117311232,0,0,0,0,
76561198084992992,0,0,1,1,
76561198354310512,0,0,2,0,
76561198085011808,2,1,0,6,
76561198128960432,0,0,2,1,
76561197998088960,0,0,1,0,
76561198117708448,0,0,1,0,
76561198391391520,0,0,1,0,
76561198302952368,0,0,2,0,
76561198281201632,0,0,2,0,
76561198062302464,0,0,2,1,
76561198143589024,2,0,0,8,
76561198073881408,0,0,1,0,
76561198144247568,0,0,0,0,
76561199100616992,0,0,2,0,
76561198158182368,0,0,1,0,
76561198281313120,0,0,2,1,
76561198365409696,0,0,2,0,
76561198107004160,0,0,0,0,
76561198876457984,0,0,1,0,
76561198303210688,2,1,0,8,
76561198037394368,0,0,0,0,
76561198266712192,0,0,0,0,
76561198143880528,0,0,0,0,
76561198128012064,0,0,0,0,
76561198306991184,2,1,0,6,
76561198093581648,0,0,1,0,
76561198072463680,0,0,1,0,
76561197965482592,0,0,2,0,
76561198163175200,0,0,1,0,
76561198850810256,0,0,0,0,
76561198058062304,0,0,1,0,
76561198085407872,0,0,1,0,
76561198082780160,0,0,1,0,
76561198273413920,2,1,0,6,
76561198841349808,0,0,1,0,
76561198306530496,0,0,1,0,
76561198354414704,0,0,0,0,
76561198237968864,0,0,1,0,
76561198005710080,0,0,1,0,
76561198159851376,0,0,1,0,
76561198097199952,0,0,1,2,
76561198100571200,0,0,1,0,
76561198196583952,0,0,0,0,
76561198050281888,0,0,1,0,
76561198081842160,0,0,1,0,
76561198161230160,0,0,1,0,
76561198172040112,2,1,0,6,
76561198280725040,0,0,1,0,
76561198082810048,0,0,1,1,
76561198064425504,0,0,1,0,
76561197970359088,0,0,1,0,
76561198384223696,0,0,1,0,
76561198038985872,2,1,0,6,
76561198106868432,0,0,0,0,
76561198301329472,2,1,0,8,
76561198267533120,0,0,1,0,
76561198062226256,0,0,1,0,
76561198170587344,0,0,1,0,
76561198392316176,0,0,1,1,
76561198199106400,0,0,1,0,
76561198125425968,2,0,0,6,
76561198160622544,0,1,0,0,
76561198161099680,0,1,0,0,
76561198075177840,0,0,2,1,
76561198062609712,0,0,1,0,
76561198087809248,0,0,1,0,
76561198451268432,0,0,1,0,
76561199388119648,0,0,1,0,
76561198265273664,0,0,0,0,
76561198030072352,0,0,1,0,
76561198180898480,0,0,1,1,
76561198366145984,0,0,1,0,
76561198122439744,0,0,1,0,
76561197999350400,0,0,1,0,
76561198189387184,0,0,1,0,
76561198138224832,0,2,0,0,
76561198193959360,0,0,2,0,
76561198064906992,0,0,2,1,
76561198028215728,0,0,2,0,
76561198406152208,0,0,2,0,
76561198076624640,0,1,0,0,
76561198137565696,0,0,2,0,
76561198153732848,0,0,0,0,
76561198073807904,0,0,1,0,
76561197975479984,0,0,0,0,
76561198391879344,0,0,1,0,
76561198225552704,0,0,1,0,
76561198130683280,0,0,1,0,
76561198086869456,0,0,1,0,
76561198290555744,0,0,1,0,
76561198135665424,0,0,2,1,
76561198120348096,0,0,1,0,
76561198020353696,2,0,0,6,
76561198041863168,0,0,0,0,
76561198130200832,0,0,1,0,
76561198217331056,2,1,0,6,
76561198289063280,0,1,1,0,
76561198089465264,0,0,1,0,
76561198001100736,0,0,1,0,
76561197987358848,0,0,1,0,
76561198202893184,0,0,1,0,
76561198005472352,0,0,1,0,
76561198120803136,0,0,0,0,
76561198006449408,0,0,1,0,
76561198053677120,0,0,0,0,
76561198153012496,0,0,0,0,
76561198263899120,0,0,1,0,
76561198184373184,0,0,2,0,
76561198567335472,0,0,2,0,
76561198134549616,0,0,0,0,
76561198116498624,0,0,2,1,
76561198102324528,0,0,1,0,
76561198132286928,0,0,2,2,
76561198167097744,0,0,1,0,
76561198165334304,0,0,1,0,
76561198039776688,0,0,1,0,
76561198097534768,0,0,2,0,
76561198075370208,0,0,1,0,
76561198075400848,0,0,1,0,
76561198162634224,0,0,1,0,
76561199188287056,2,2,0,8,
76561198185109024,0,0,1,0,
76561198112834208,0,0,1,0,
76561199081888304,0,0,2,0,
76561198107670832,0,0,1,0,
76561197997269440,0,0,1,0,
76561199184437232,0,0,2,0,
76561198126090880,0,0,1,0,
76561198083415744,0,0,1,1,
76561198033113728,0,0,1,0,
76561198015170896,0,0,2,0,
76561198070754048,0,0,1,0,
76561198002608544,0,0,1,1,
76561199536612160,0,0,0,0,
76561198147860832,0,0,1,0,
76561198137341296,0,0,2,0,
76561198033944592,0,0,1,0,
76561198154638224,0,0,1,0,
76561198330480816,0,0,1,0,
76561198199694688,0,0,2,1,
76561197966362192,0,0,2,0,
76561198255902160,0,0,2,0,
76561198274953968,0,0,0,0,
76561198104242304,0,0,2,0,
76561198144247680,0,0,1,0,
76561198158985248,0,0,1,0,
76561198119232512,0,0,0,0,
76561198287974624,0,0,2,0,
76561198100772880,0,0,1,0,
76561199190359232,0,0,0,1,
76561198100917472,0,0,2,0,
76561198263814128,0,0,1,1,
76561198110288384,0,0,1,0,
76561198041019024,0,0,2,0,
76561198119848320,0,0,2,0,
76561198930826304,0,0,1,0,
76561198304114912,0,0,1,1,
76561198057789472,0,0,1,0,
76561197991614592,0,0,2,0,
76561198276678864,0,0,2,1,
76561198278572512,0,0,1,0,
76561198152106816,0,0,1,0,
76561198277462288,0,0,1,0,
76561197979128176,0,0,0,0,
76561198152856288,1,2,2,4,
76561198308617872,0,0,2,1,
76561198252729472,0,0,2,0,
76561199212492512,0,0,2,0,
76561198936384656,0,0,2,0,
76561198135669328,0,0,1,0,
76561198066641088,2,1,1,6,
76561198314225840,0,0,2,2,
76561198311962704,0,0,1,1,
76561198169781888,0,0,2,1,
76561198124245296,0,0,1,0,
76561198172624016,0,0,2,1,
76561198126775504,0,0,2,0,
76561198259692336,0,0,2,0,
76561198035219552,0,0,2,1,
76561198064314512,0,0,2,0,
76561198172003760,0,0,1,0,
76561198057779488,0,0,1,0,
76561198131558624,0,0,2,1,
76561197968710832,2,1,0,6,
76561198035082752,0,0,1,0,
76561197967002640,0,0,1,0,
76561198062832928,0,0,1,0,
76561198338298640,0,0,2,0,
76561199213920944,0,0,1,1,
76561198272571232,0,2,1,0,
76561198161771632,0,0,2,1,
76561198408557344,0,0,1,0,
76561198074590768,0,0,2,1,
76561198138263472,0,0,2,0,
76561198090691776,0,2,2,0,
76561198213282304,2,0,1,8,
76561198239032224,0,0,1,0,
76561199247468752,0,0,2,1,
76561198208338288,0,0,2,1,
76561198160083936,0,0,1,0,
76561198201085024,2,1,1,6,
76561198059919392,0,0,2,1,
76561198093260496,0,0,2,0,
76561198076478592,0,0,2,0,
76561198348187696,0,0,1,0,
76561198083459552,0,0,1,0,
76561198191985920,2,1,2,6,
76561198114370896,0,0,2,1,
76561198027620256,0,0,2,1,
76561198957331120,0,0,1,1,
76561198060311984,0,0,1,0,
76561198175520448,0,0,1,1,
76561198107394448,0,0,2,1,
